PQID,UID,Year,Month,Day,CMT_AMT,CAT,UNM
4926,15946,2012,8,1,20,I,Salvatore Sanfilippo
4926,15946,2012,9,4,18,I,Salvatore Sanfilippo
4926,15946,2012,10,26,24,I,Salvatore Sanfilippo
4926,15946,2012,11,1,25,I,Salvatore Sanfilippo
4926,15946,2012,12,20,10,I,Salvatore Sanfilippo
4936,16689,2013,1,7,1,I,Jonathan Marshall
4979,15946,2012,11,25,1,I,Salvatore Sanfilippo
4980,16689,2012,12,29,2,I,Jonathan Marshall
4982,16689,2012,12,29,1,I,Jonathan Marshall
5026,15946,2011,7,11,14,I,Salvatore Sanfilippo
5026,15946,2011,8,9,2,I,Salvatore Sanfilippo
5026,15946,2011,9,11,39,I,Salvatore Sanfilippo
5026,15946,2011,10,3,32,I,Salvatore Sanfilippo
5026,15946,2011,11,11,22,I,Salvatore Sanfilippo
5026,15946,2011,12,1,16,I,Salvatore Sanfilippo
5026,15946,2012,1,6,9,I,Salvatore Sanfilippo
5026,15946,2012,2,26,32,I,Salvatore Sanfilippo
5026,15946,2012,3,16,14,I,Salvatore Sanfilippo
5026,15946,2012,4,4,15,I,Salvatore Sanfilippo
5026,15946,2012,5,14,17,I,Salvatore Sanfilippo
5026,15946,2012,6,21,1,I,Salvatore Sanfilippo
5036,16689,2012,12,18,1,I,Jonathan Marshall
5041,16689,2012,12,17,1,I,Jonathan Marshall
5042,16689,2012,12,18,5,I,Jonathan Marshall
5049,16689,2012,12,15,1,I,Jonathan Marshall
5086,15946,2012,3,29,25,I,Salvatore Sanfilippo
5086,15946,2012,4,13,112,I,Salvatore Sanfilippo
5086,15946,2012,5,2,48,I,Salvatore Sanfilippo
5086,15946,2012,6,1,13,I,Salvatore Sanfilippo
5086,15946,2012,7,18,2,I,Salvatore Sanfilippo
5086,15946,2012,8,1,1,I,Salvatore Sanfilippo
5108,16689,2012,12,3,1,I,Jonathan Marshall
5112,16689,2012,12,3,1,I,Jonathan Marshall
5127,16689,2012,12,1,1,I,Jonathan Marshall
5129,16689,2012,12,1,1,I,Jonathan Marshall
5158,16689,2012,11,28,4,I,Jonathan Marshall
5242,16689,2012,11,16,2,I,Jonathan Marshall
5303,16786,2011,11,1,1,I,Jason Davies
5305,16689,2012,11,10,1,I,Jonathan Marshall
5336,15946,2010,12,15,9,I,Salvatore Sanfilippo
5336,15946,2011,1,27,19,I,Salvatore Sanfilippo
5336,15946,2011,2,7,13,I,Salvatore Sanfilippo
5336,15946,2011,3,7,9,I,Salvatore Sanfilippo
5336,15946,2011,4,15,13,I,Salvatore Sanfilippo
5336,15946,2011,5,5,23,I,Salvatore Sanfilippo
5336,15946,2011,6,9,14,I,Salvatore Sanfilippo
5336,15946,2011,7,27,17,I,Salvatore Sanfilippo
5336,15946,2011,9,11,6,I,Salvatore Sanfilippo
5358,16689,2012,11,2,1,I,Jonathan Marshall
5362,16689,2012,11,1,1,I,Jonathan Marshall
5365,16689,2012,10,31,3,I,Jonathan Marshall
5382,15946,2011,5,26,5,I,Salvatore Sanfilippo
5382,15946,2011,6,9,12,I,Salvatore Sanfilippo
5382,15946,2011,7,1,7,I,Salvatore Sanfilippo
5388,15946,2011,3,23,3,I,Salvatore Sanfilippo
5388,15946,2011,5,10,4,I,Salvatore Sanfilippo
5388,15946,2011,6,7,1,I,Salvatore Sanfilippo
5398,15946,2010,12,15,9,I,Salvatore Sanfilippo
5398,15946,2011,1,27,19,I,Salvatore Sanfilippo
5398,15946,2011,2,7,13,I,Salvatore Sanfilippo
5398,15946,2011,3,7,9,I,Salvatore Sanfilippo
5398,15946,2011,4,15,13,I,Salvatore Sanfilippo
5398,15946,2011,5,5,9,I,Salvatore Sanfilippo
5418,15946,2010,12,15,9,I,Salvatore Sanfilippo
5418,15946,2011,1,27,19,I,Salvatore Sanfilippo
5452,15946,2010,12,15,9,I,Salvatore Sanfilippo
5452,15946,2011,1,27,19,I,Salvatore Sanfilippo
5452,15946,2011,2,28,20,I,Salvatore Sanfilippo
5452,15946,2011,3,7,9,I,Salvatore Sanfilippo
5452,15946,2011,4,6,24,I,Salvatore Sanfilippo
5490,16689,2012,10,30,9,I,Jonathan Marshall
5508,16689,2012,10,29,4,I,Jonathan Marshall
5522,16689,2012,10,26,1,I,Jonathan Marshall
5534,16689,2012,10,27,6,I,Jonathan Marshall
5604,16689,2012,10,14,1,I,Jonathan Marshall
5606,16689,2012,10,14,2,I,Jonathan Marshall
5608,16689,2012,10,13,5,I,Jonathan Marshall
5762,16689,2012,8,18,3,I,Jonathan Marshall
6138,16689,2012,8,18,3,I,Jonathan Marshall
6201,16689,2012,8,25,7,I,Jonathan Marshall
6341,16689,2012,7,7,4,I,Jonathan Marshall
6341,16689,2012,8,3,1,I,Jonathan Marshall
6345,16689,2012,7,28,2,I,Jonathan Marshall
6356,16689,2012,7,21,1,I,Jonathan Marshall
6369,16689,2012,6,20,1,I,Jonathan Marshall
6637,16689,2012,7,6,2,I,Jonathan Marshall
6662,16689,2012,7,6,2,I,Jonathan Marshall
6668,11705,2013,4,22,2,I,Isaac Z. Schlueter
6988,11705,2012,8,4,1,I,Isaac Z. Schlueter
7036,16689,2012,1,25,1,I,Jonathan Marshall
7036,16689,2012,3,30,2,I,Jonathan Marshall
7036,16689,2012,4,28,1,I,Jonathan Marshall
7036,16689,2012,5,24,1,I,Jonathan Marshall
7085,11705,2012,5,24,1,I,Isaac Z. Schlueter
7094,16689,2012,5,25,6,I,Jonathan Marshall
7129,11705,2012,4,25,2,I,Isaac Z. Schlueter
7160,16689,2012,5,24,10,I,Jonathan Marshall
7181,16689,2012,5,24,3,I,Jonathan Marshall
7240,16689,2012,5,22,2,I,Jonathan Marshall
7305,11705,2011,11,6,1,I,Isaac Z. Schlueter
7327,16689,2012,5,14,3,I,Jonathan Marshall
7349,16689,2012,5,11,11,I,Jonathan Marshall
7371,16689,2012,4,24,4,I,Jonathan Marshall
7371,16689,2012,5,9,1,I,Jonathan Marshall
7374,16689,2012,5,9,2,I,Jonathan Marshall
7395,16689,2012,5,8,2,I,Jonathan Marshall
7414,16689,2012,5,8,1,I,Jonathan Marshall
7429,16689,2012,4,25,3,I,Jonathan Marshall
7429,16689,2012,5,8,1,I,Jonathan Marshall
7491,16689,2012,2,12,21,I,Jonathan Marshall
7491,16689,2012,3,22,1,I,Jonathan Marshall
7491,16689,2012,5,1,8,I,Jonathan Marshall
7531,32347,2013,9,12,16,I,N. Taylor Mullen
7554,32347,2013,8,29,5,I,N. Taylor Mullen
7561,32347,2013,7,18,48,I,N. Taylor Mullen
7561,32347,2013,8,17,8,I,N. Taylor Mullen
7561,32350,2013,7,13,58,I,David Fowler
7561,32350,2013,8,18,36,I,David Fowler
7640,30282,2013,7,8,6,I,arturo
7640,30282,2013,9,6,1,I,arturo
7643,30282,2013,7,23,4,I,arturo
7656,30281,2013,3,9,2,I,Theodore Watson
7656,30288,2013,6,15,1,I,Kyle McDonald
7664,32350,2013,8,22,2,I,David Fowler
7672,32347,2013,8,17,1,I,N. Taylor Mullen
7727,32347,2013,7,29,3,I,N. Taylor Mullen
7734,32350,2013,7,29,1,I,David Fowler
7741,32350,2013,7,24,1,I,David Fowler
7742,32347,2013,7,24,1,I,N. Taylor Mullen
7748,32350,2013,7,23,2,I,David Fowler
7752,30282,2013,5,7,1,I,arturo
7769,32347,2013,7,16,4,I,N. Taylor Mullen
7777,32350,2013,7,19,1,I,David Fowler
7779,32347,2013,7,19,3,I,N. Taylor Mullen
7781,32350,2013,7,18,1,I,David Fowler
7784,32350,2013,7,18,1,I,David Fowler
7792,32347,2013,7,17,2,I,N. Taylor Mullen
7803,30282,2012,7,30,1,I,arturo
7803,30282,2012,8,2,16,I,arturo
7803,30282,2012,9,8,10,I,arturo
7806,32350,2013,7,15,2,I,David Fowler
7822,32350,2013,7,6,1,I,David Fowler
7835,30282,2012,9,17,1,I,arturo
7835,30282,2012,10,2,1,I,arturo
7838,30282,2012,7,18,3,I,arturo
7854,32350,2013,6,27,1,I,David Fowler
7865,32350,2013,6,26,1,I,David Fowler
7886,32350,2013,6,25,2,I,David Fowler
7893,32347,2013,6,25,2,I,N. Taylor Mullen
7923,32347,2013,6,20,2,I,N. Taylor Mullen
7927,32347,2013,6,18,1,I,N. Taylor Mullen
7956,30281,2013,8,1,1,I,Theodore Watson
7972,16689,2012,3,26,1,I,Jonathan Marshall
7980,32347,2013,6,11,1,I,N. Taylor Mullen
7994,32347,2013,6,7,4,I,N. Taylor Mullen
8003,32347,2013,5,17,10,I,N. Taylor Mullen
8003,32347,2013,6,3,1,I,N. Taylor Mullen
8005,30281,2013,7,31,6,I,Theodore Watson
8006,30281,2013,7,31,1,I,Theodore Watson
8007,30281,2013,7,31,1,I,Theodore Watson
8009,30282,2013,7,31,2,I,arturo
8011,30281,2013,7,30,1,I,Theodore Watson
8015,32347,2013,6,5,3,I,N. Taylor Mullen
8033,16689,2012,2,28,3,I,Jonathan Marshall
8033,16689,2012,3,15,1,I,Jonathan Marshall
8050,16689,2012,2,22,20,I,Jonathan Marshall
8050,16689,2012,3,30,17,I,Jonathan Marshall
8050,16689,2012,4,3,1,I,Jonathan Marshall
8052,32347,2013,5,17,10,I,N. Taylor Mullen
8052,32347,2013,6,3,1,I,N. Taylor Mullen
8059,32347,2013,5,22,5,I,N. Taylor Mullen
8084,32347,2013,5,20,6,I,N. Taylor Mullen
8096,32347,2013,4,1,20,I,N. Taylor Mullen
8096,32347,2013,5,9,22,I,N. Taylor Mullen
8096,32350,2013,4,1,33,I,David Fowler
8096,32350,2013,5,15,29,I,David Fowler
8116,16689,2012,3,30,1,I,Jonathan Marshall
8117,16689,2012,3,18,1,I,Jonathan Marshall
8122,16689,2012,3,16,1,I,Jonathan Marshall
8134,30282,2013,7,27,1,I,arturo
8137,30282,2013,7,27,1,I,arturo
8168,30288,2013,7,21,1,I,Kyle McDonald
8169,30282,2013,7,21,3,I,arturo
8171,30281,2013,7,21,1,I,Theodore Watson
8179,30281,2013,7,19,1,I,Theodore Watson
8185,30281,2013,7,19,3,I,Theodore Watson
8189,30282,2013,7,18,1,I,arturo
8198,32347,2013,5,15,4,I,N. Taylor Mullen
8212,30288,2013,7,16,1,I,Kyle McDonald
8219,30282,2013,7,16,2,I,arturo
8233,32347,2013,5,8,2,I,N. Taylor Mullen
8246,30282,2013,7,15,1,I,arturo
8254,32350,2013,4,27,1,I,David Fowler
8254,32350,2013,5,4,3,I,David Fowler
8255,30281,2013,7,15,4,I,Theodore Watson
8261,30281,2013,7,14,2,I,Theodore Watson
8261,30282,2013,7,15,2,I,arturo
8266,30281,2013,7,14,3,I,Theodore Watson
8270,30281,2013,6,27,3,I,Theodore Watson
8270,30281,2013,7,11,41,I,Theodore Watson
8270,30282,2013,6,20,22,I,arturo
8270,30282,2013,7,13,41,I,arturo
8270,30288,2013,6,20,17,I,Kyle McDonald
8270,30288,2013,7,12,1,I,Kyle McDonald
8285,16689,2012,2,26,4,I,Jonathan Marshall
8291,32350,2013,4,29,2,I,David Fowler
8293,30282,2013,7,14,1,I,arturo
8294,30282,2013,7,14,3,I,arturo
8295,30281,2013,7,13,1,I,Theodore Watson
8298,30288,2013,7,13,5,I,Kyle McDonald
8300,32347,2013,4,1,25,I,N. Taylor Mullen
8300,32350,2013,4,1,53,I,David Fowler
8304,30282,2013,7,13,6,I,arturo
8306,16689,2012,2,25,1,I,Jonathan Marshall
8313,32350,2013,4,28,1,I,David Fowler
8317,30282,2013,7,13,16,I,arturo
8329,32350,2013,4,25,3,I,David Fowler
8336,30281,2013,7,10,3,I,Theodore Watson
8343,32350,2013,4,29,1,I,David Fowler
8346,30281,2013,7,9,32,I,Theodore Watson
8346,30282,2013,7,9,11,I,arturo
8361,30281,2013,7,9,5,I,Theodore Watson
8371,30281,2013,6,27,7,I,Theodore Watson
8371,30281,2013,7,7,20,I,Theodore Watson
8371,30282,2013,6,20,56,I,arturo
8371,30282,2013,7,7,11,I,arturo
8371,30288,2013,6,20,32,I,Kyle McDonald
8373,32350,2013,4,21,1,I,David Fowler
8375,32350,2013,4,21,3,I,David Fowler
8383,32350,2013,4,20,2,I,David Fowler
8388,32347,2013,4,18,2,I,N. Taylor Mullen
8397,32350,2013,4,17,5,I,David Fowler
8423,30281,2013,7,7,1,I,Theodore Watson
8426,30281,2013,7,7,2,I,Theodore Watson
8427,30281,2013,7,7,2,I,Theodore Watson
8428,30281,2013,7,7,2,I,Theodore Watson
8429,32350,2013,4,14,1,I,David Fowler
8431,30281,2013,7,7,2,I,Theodore Watson
8438,16689,2012,2,15,2,I,Jonathan Marshall
8440,32347,2013,4,1,12,I,N. Taylor Mullen
8440,32350,2013,4,1,20,I,David Fowler
8446,32350,2013,4,9,2,I,David Fowler
8447,16689,2012,2,13,2,I,Jonathan Marshall
8456,32347,2013,4,10,3,I,N. Taylor Mullen
8464,30288,2013,6,20,3,I,Kyle McDonald
8470,16689,2012,2,19,3,I,Jonathan Marshall
8482,32350,2013,4,4,1,I,David Fowler
8486,30288,2013,6,17,1,I,Kyle McDonald
8489,32347,2013,4,3,3,I,N. Taylor Mullen
8500,32347,2013,4,1,1,I,N. Taylor Mullen
8503,32347,2013,4,1,1,I,N. Taylor Mullen
8516,32347,2013,3,28,3,I,N. Taylor Mullen
8533,30281,2013,6,15,4,I,Theodore Watson
8533,30282,2013,4,10,36,I,arturo
8533,30282,2013,5,23,33,I,arturo
8533,30282,2013,6,4,46,I,arturo
8533,30288,2013,5,23,3,I,Kyle McDonald
8533,30288,2013,6,15,32,I,Kyle McDonald
8543,16689,2012,1,31,2,I,Jonathan Marshall
8543,16689,2012,2,1,1,I,Jonathan Marshall
8556,32347,2013,3,23,1,I,N. Taylor Mullen
8568,32347,2013,3,23,6,I,N. Taylor Mullen
8575,16689,2012,1,25,1,I,Jonathan Marshall
8580,16689,2012,1,26,2,I,Jonathan Marshall
8582,16689,2012,1,26,11,I,Jonathan Marshall
8604,16689,2012,1,23,5,I,Jonathan Marshall
8612,16689,2012,1,22,1,I,Jonathan Marshall
8617,32347,2012,11,6,2,I,N. Taylor Mullen
8617,32350,2012,12,13,3,I,David Fowler
8617,32350,2013,1,15,4,I,David Fowler
8617,32350,2013,2,28,14,I,David Fowler
8630,32347,2013,3,6,7,I,N. Taylor Mullen
8634,32347,2013,3,6,5,I,N. Taylor Mullen
8641,32347,2013,3,4,1,I,N. Taylor Mullen
8643,32350,2013,2,27,1,I,David Fowler
8651,32350,2013,2,24,7,I,David Fowler
8655,30288,2013,6,15,1,I,Kyle McDonald
8657,16689,2012,1,17,3,I,Jonathan Marshall
8659,32350,2013,2,22,2,I,David Fowler
8660,16689,2012,1,17,1,I,Jonathan Marshall
8664,32350,2013,2,22,1,I,David Fowler
8672,32350,2013,2,21,1,I,David Fowler
8673,32350,2013,2,21,1,I,David Fowler
8675,32347,2013,2,22,10,I,N. Taylor Mullen
8693,32347,2013,2,20,26,I,N. Taylor Mullen
8695,16689,2012,5,3,1,I,Jonathan Marshall
8696,32350,2013,2,17,10,I,David Fowler
8705,32350,2013,2,12,1,I,David Fowler
8726,32347,2013,2,8,2,I,N. Taylor Mullen
8730,16689,2011,8,3,5,I,Jonathan Marshall
8736,30288,2013,6,14,1,I,Kyle McDonald
8738,30281,2013,3,9,2,I,Theodore Watson
8739,30288,2013,6,14,1,I,Kyle McDonald
8755,32350,2013,2,4,2,I,David Fowler
8760,32350,2013,1,30,4,I,David Fowler
8765,32347,2013,1,31,5,I,N. Taylor Mullen
8769,32347,2013,1,31,6,I,N. Taylor Mullen
8779,32350,2013,1,29,1,I,David Fowler
8795,32350,2013,1,29,1,I,David Fowler
8796,30281,2013,3,9,2,I,Theodore Watson
8800,32347,2012,11,6,2,I,N. Taylor Mullen
8800,32350,2012,12,13,3,I,David Fowler
8800,32350,2013,1,15,17,I,David Fowler
8810,32350,2013,1,23,1,I,David Fowler
8813,32350,2013,1,23,2,I,David Fowler
8816,32347,2013,1,23,24,I,N. Taylor Mullen
8824,30282,2013,4,15,3,I,arturo
8824,30282,2013,5,7,4,I,arturo
8825,32350,2013,1,23,4,I,David Fowler
8826,32350,2013,1,22,5,I,David Fowler
8831,30282,2012,11,29,3,I,arturo
8831,30282,2012,12,1,11,I,arturo
8831,30282,2013,1,3,68,I,arturo
8831,30282,2013,2,1,3,I,arturo
8845,32347,2013,1,16,3,I,N. Taylor Mullen
8856,32347,2012,11,6,2,I,N. Taylor Mullen
8856,32350,2012,12,13,3,I,David Fowler
8864,32350,2013,1,12,3,I,David Fowler
8866,32350,2013,1,12,1,I,David Fowler
8888,32347,2012,12,21,5,I,N. Taylor Mullen
8908,32347,2012,12,18,4,I,N. Taylor Mullen
8921,32347,2012,12,6,6,I,N. Taylor Mullen
8921,32350,2012,12,7,1,I,David Fowler
8924,32347,2012,11,1,57,I,N. Taylor Mullen
8924,32347,2012,12,3,1,I,N. Taylor Mullen
8924,32350,2012,11,4,146,I,David Fowler
8924,32350,2012,12,6,7,I,David Fowler
8931,32347,2012,12,6,4,I,N. Taylor Mullen
8940,32347,2012,11,29,2,I,N. Taylor Mullen
8943,32347,2012,11,29,2,I,N. Taylor Mullen
8945,32350,2012,11,28,1,I,David Fowler
8955,32350,2012,11,24,2,I,David Fowler
8960,30282,2013,4,12,1,I,arturo
8962,30282,2013,3,3,1,I,arturo
8962,30282,2013,4,10,3,I,arturo
8962,30282,2013,5,3,1,I,arturo
8969,32347,2012,11,14,7,I,N. Taylor Mullen
8979,32347,2012,11,11,1,I,N. Taylor Mullen
8984,32350,2012,11,9,6,I,David Fowler
8989,30281,2013,3,12,11,I,Theodore Watson
8989,30282,2013,2,28,47,I,arturo
8989,30282,2013,3,31,67,I,arturo
8989,30282,2013,4,1,1,I,arturo
8989,30288,2013,2,27,2,I,Kyle McDonald
8989,30288,2013,3,25,5,I,Kyle McDonald
8994,32347,2012,11,6,2,I,N. Taylor Mullen
8996,32350,2012,11,6,1,I,David Fowler
8999,32347,2012,11,2,5,I,N. Taylor Mullen
9011,32347,2012,10,30,1,I,N. Taylor Mullen
9017,32350,2012,10,28,1,I,David Fowler
9019,32350,2012,10,28,2,I,David Fowler
9021,32350,2012,10,28,1,I,David Fowler
9031,30282,2013,3,20,5,I,arturo
9032,32350,2012,10,23,2,I,David Fowler
9038,32347,2012,10,18,6,I,N. Taylor Mullen
9039,30282,2013,3,20,1,I,arturo
9041,30282,2013,3,18,1,I,arturo
9047,32347,2012,10,19,5,I,N. Taylor Mullen
9057,32347,2012,10,12,9,I,N. Taylor Mullen
9059,30282,2013,3,12,2,I,arturo
9061,30282,2013,3,11,2,I,arturo
9064,30281,2013,3,9,2,I,Theodore Watson
9065,32347,2012,10,11,6,I,N. Taylor Mullen
9075,30288,2013,3,4,1,I,Kyle McDonald
9075,30288,2013,6,14,2,I,Kyle McDonald
9080,30288,2013,3,3,1,I,Kyle McDonald
9084,30282,2013,3,3,4,I,arturo
9087,30282,2013,2,27,1,I,arturo
9088,30282,2013,2,28,2,I,arturo
9090,30282,2013,2,27,1,I,arturo
9097,30282,2013,2,28,9,I,arturo
9097,30282,2013,3,7,5,I,arturo
9099,30282,2013,2,25,1,I,arturo
9110,30282,2013,2,13,2,I,arturo
9112,30281,2013,2,12,2,I,Theodore Watson
9118,30282,2013,2,11,1,I,arturo
9124,30282,2013,1,30,1,I,arturo
9124,30282,2013,2,6,1,I,arturo
9126,30281,2012,11,15,2,I,Theodore Watson
9126,30281,2012,12,14,4,I,Theodore Watson
9126,30281,2013,2,4,1,I,Theodore Watson
9126,30282,2012,7,13,1,I,arturo
9126,30282,2012,10,25,10,I,arturo
9126,30282,2012,11,16,12,I,arturo
9126,30282,2012,12,9,18,I,arturo
9126,30282,2013,1,31,47,I,arturo
9126,30282,2013,2,5,5,I,arturo
9126,30288,2012,12,3,6,I,Kyle McDonald
9126,30288,2013,1,31,1,I,Kyle McDonald
9145,32347,2012,8,2,1,I,N. Taylor Mullen
9147,32347,2012,7,25,1,I,N. Taylor Mullen
9147,32347,2012,8,2,1,I,N. Taylor Mullen
9187,30282,2013,2,5,1,I,arturo
9196,30282,2012,10,25,3,I,arturo
9196,30282,2013,1,31,3,I,arturo
9278,30282,2013,1,3,1,I,arturo
9282,30282,2013,1,2,1,I,arturo
9283,30282,2013,1,2,1,I,arturo
9304,30282,2012,12,11,1,I,arturo
9306,30282,2012,12,11,1,I,arturo
9307,30282,2012,12,11,1,I,arturo
9309,30288,2012,12,4,1,I,Kyle McDonald
9336,30282,2012,10,30,12,I,arturo
9336,30282,2012,11,4,10,I,arturo
9336,30288,2012,11,7,2,I,Kyle McDonald
9340,30288,2012,11,7,1,I,Kyle McDonald
9341,30282,2012,11,4,2,I,arturo
9365,30282,2012,10,25,7,I,arturo
9366,30282,2012,10,25,3,I,arturo
9391,30281,2012,10,5,1,I,Theodore Watson
9393,30281,2012,10,5,3,I,Theodore Watson
9393,30282,2012,10,5,4,I,arturo
9394,30282,2012,10,5,3,I,arturo
9398,30281,2012,10,2,1,I,Theodore Watson
9412,30281,2012,8,31,8,I,Theodore Watson
9412,30281,2012,9,19,6,I,Theodore Watson
9412,30282,2012,9,17,16,I,arturo
9412,30288,2012,9,13,2,I,Kyle McDonald
9426,30281,2012,8,31,8,I,Theodore Watson
9426,30281,2012,9,13,5,I,Theodore Watson
9426,30282,2012,9,17,12,I,arturo
9426,30288,2012,9,13,2,I,Kyle McDonald
9428,30282,2012,9,17,1,I,arturo
9433,16689,2011,7,22,3,I,Jonathan Marshall
9439,30282,2012,9,8,1,I,arturo
9440,30282,2012,9,8,1,I,arturo
9443,30282,2012,9,4,2,I,arturo
9445,30282,2012,9,4,8,I,arturo
9451,30281,2012,8,31,2,I,Theodore Watson
9452,30281,2012,8,31,3,I,Theodore Watson
9480,30282,2012,8,11,5,I,arturo
9485,27536,2012,6,22,14,I,Alexey
9485,27536,2012,7,1,44,I,Alexey
9485,27536,2012,8,1,81,I,Alexey
9485,27536,2012,9,4,46,I,Alexey
9485,27536,2012,10,1,28,I,Alexey
9485,27536,2012,11,6,14,I,Alexey
9485,27536,2012,12,13,4,I,Alexey
9485,27536,2013,1,14,11,I,Alexey
9485,27536,2013,2,10,8,I,Alexey
9513,16689,2011,8,17,1,I,Jonathan Marshall
9520,30282,2012,7,11,18,I,arturo
9520,30282,2012,8,1,14,I,arturo
9520,30282,2012,9,3,17,I,arturo
9520,30282,2012,10,10,5,I,arturo
9520,30282,2012,11,19,1,I,arturo
9520,30282,2012,12,5,4,I,arturo
9520,30282,2013,1,2,15,I,arturo
9520,30282,2013,2,12,36,I,arturo
9520,30282,2013,3,6,18,I,arturo
9538,16689,2011,8,7,1,I,Jonathan Marshall
9540,16689,2011,8,6,5,I,Jonathan Marshall
9552,30288,2012,8,5,1,I,Kyle McDonald
9570,30288,2012,8,4,2,I,Kyle McDonald
9578,30282,2012,8,9,5,I,arturo
9596,30282,2012,7,13,1,I,arturo
9596,30282,2013,1,24,1,I,arturo
9597,30282,2012,7,11,18,I,arturo
9597,30282,2012,8,1,14,I,arturo
9597,30282,2012,9,3,13,I,arturo
9597,30282,2012,10,15,1,I,arturo
9597,30282,2013,1,31,3,I,arturo
9597,30282,2013,2,12,35,I,arturo
9597,30282,2013,3,3,2,I,arturo
9602,30288,2012,7,6,1,I,Kyle McDonald
9646,16689,2011,7,25,5,I,Jonathan Marshall
9678,16689,2011,7,22,3,I,Jonathan Marshall
9690,30281,2012,5,25,1,I,Theodore Watson
9693,30282,2012,5,25,5,I,arturo
9704,30281,2012,5,20,2,I,Theodore Watson
9756,30281,2012,4,30,12,I,Theodore Watson
9756,30281,2012,5,1,8,I,Theodore Watson
9756,30282,2012,5,3,26,I,arturo
9756,30288,2012,4,9,2,I,Kyle McDonald
9775,16689,2011,7,6,9,I,Jonathan Marshall
9814,30282,2012,4,14,1,I,arturo
9820,30288,2012,4,10,3,I,Kyle McDonald
9823,30288,2012,4,9,3,I,Kyle McDonald
9834,30281,2012,2,29,24,I,Theodore Watson
9834,30281,2012,3,16,37,I,Theodore Watson
9834,30282,2012,2,29,15,I,arturo
9834,30282,2012,3,15,13,I,arturo
9834,30288,2012,2,28,41,I,Kyle McDonald
9834,30288,2012,3,16,12,I,Kyle McDonald
9834,30288,2012,4,9,1,I,Kyle McDonald
9839,16689,2011,6,26,8,I,Jonathan Marshall
9876,30281,2012,2,29,4,I,Theodore Watson
9876,30281,2012,3,19,50,I,Theodore Watson
9876,30282,2012,2,29,9,I,arturo
9876,30282,2012,3,18,16,I,arturo
9876,30288,2012,2,28,5,I,Kyle McDonald
9876,30288,2012,3,16,35,I,Kyle McDonald
9886,30288,2012,3,18,1,I,Kyle McDonald
9897,30288,2012,3,16,15,I,Kyle McDonald
9909,16689,2011,6,20,3,I,Jonathan Marshall
9977,16689,2011,6,5,3,I,Jonathan Marshall
9980,30281,2012,2,26,31,I,Theodore Watson
9980,30282,2012,2,26,49,I,arturo
9980,30288,2012,2,26,58,I,Kyle McDonald
9999,16689,2011,5,29,16,I,Jonathan Marshall
9999,16689,2011,6,14,33,I,Jonathan Marshall
10002,30288,2012,2,26,15,I,Kyle McDonald
10017,30288,2012,2,24,14,I,Kyle McDonald
