PQID,CMT,UNM,CAT
2326,1,Wladimir J. van der Laan,M
2327,1,Matt Corallo,M
2328,1,Pieter Wuille,M
2330,1,Luke-Jr,M
2331,2,Matt Corallo,M
2332,1,Pieter Wuille,M
2333,3,Luke-Jr,M
2334,1,Gavin Andresen,M
2335,3,Gavin Andresen,M
2342,1,Matt Corallo,M
2343,1,Pieter Wuille,M
2344,1,Pieter Wuille,M
2345,1,Pieter Wuille,M
2346,13,Luke-Jr,M
2347,1,Gavin Andresen,M
2348,2,Luke-Jr,M
2349,1,Matt Corallo,M
2350,1,Luke-Jr,M
2351,1,Gavin Andresen,M
2355,1,Gavin Andresen,M
2357,2,Matt Corallo,M
2358,1,Gavin Andresen,M
2359,1,Luke-Jr,M
2360,3,Wladimir J. van der Laan,M
2364,1,Luke-Jr,M
2365,1,Luke-Jr,M
2366,1,Matt Corallo,M
2367,5,Gavin Andresen,M
2368,1,Wladimir J. van der Laan,M
2369,1,Gavin Andresen,M
2370,1,Wladimir J. van der Laan,M
2371,1,Matt Corallo,M
2373,1,Pieter Wuille,M
2375,1,Pieter Wuille,M
2378,1,Wladimir J. van der Laan,M
2380,1,Wladimir J. van der Laan,M
2382,4,Matt Corallo,M
2384,1,Gavin Andresen,M
2386,1,Gavin Andresen,M
2388,1,Matt Corallo,M
2393,1,Luke-Jr,M
2394,5,Luke-Jr,M
2398,1,Matt Corallo,M
2399,3,Gavin Andresen,M
2401,1,Luke-Jr,M
2406,2,Luke-Jr,M
2408,12,Luke-Jr,M
2412,1,Gavin Andresen,M
2413,1,Matt Corallo,M
2414,29,Luke-Jr,M
2418,1,Matt Corallo,M
2420,1,Matt Corallo,M
2422,1,Wladimir J. van der Laan,M
2425,1,Wladimir J. van der Laan,M
2427,1,Luke-Jr,M
2428,1,Luke-Jr,M
2429,1,Wladimir J. van der Laan,M
2432,1,Matt Corallo,M
2438,4,Wladimir J. van der Laan,M
2440,1,Matt Corallo,M
2443,2,Luke-Jr,M
2450,1,Gavin Andresen,M
2458,1,Wladimir J. van der Laan,M
2470,1,Luke-Jr,M
2472,1,Matt Corallo,M
2474,3,Pieter Wuille,M
2475,1,Luke-Jr,M
2476,2,Gavin Andresen,M
2478,3,Wladimir J. van der Laan,M
2481,3,Wladimir J. van der Laan,M
2483,1,Wladimir J. van der Laan,M
2487,4,Luke-Jr,M
2492,1,Wladimir J. van der Laan,M
2493,1,Wladimir J. van der Laan,M
2496,1,Pieter Wuille,M
2500,2,Matt Corallo,M
2502,3,Matt Corallo,M
2506,1,Wladimir J. van der Laan,M
2509,2,Matt Corallo,M
2512,5,Wladimir J. van der Laan,M
2519,1,Wladimir J. van der Laan,M
2524,3,Matt Corallo,M
2530,8,Luke-Jr,M
2534,1,Luke-Jr,M
2537,1,Luke-Jr,M
2539,1,Luke-Jr,M
2543,5,Pieter Wuille,M
2546,1,Luke-Jr,M
2549,4,Luke-Jr,M
2553,2,Luke-Jr,M
2555,1,Luke-Jr,M
2566,1,Luke-Jr,M
2569,1,Luke-Jr,M
2570,1,Luke-Jr,M
2571,1,Luke-Jr,M
2573,2,Luke-Jr,M
2574,2,Luke-Jr,M
2576,1,Luke-Jr,M
2578,1,Luke-Jr,M
2579,1,Luke-Jr,M
2581,1,Luke-Jr,M
2582,9,Luke-Jr,M
2585,1,Matt Corallo,M
2588,1,Wladimir J. van der Laan,M
2591,1,Wladimir J. van der Laan,M
2593,2,Gavin Andresen,M
2596,11,Wladimir J. van der Laan,M
2612,1,Matt Corallo,M
2615,2,Gavin Andresen,M
2618,1,Matt Corallo,M
2623,1,Matt Corallo,M
2625,1,Matt Corallo,M
2627,1,Pieter Wuille,M
2629,1,Matt Corallo,M
2631,6,Pieter Wuille,M
2637,1,Pieter Wuille,M
2640,237,Wladimir J. van der Laan,M
2659,4,Gavin Andresen,M
2662,1,Matt Corallo,M
2674,1,Matt Corallo,M
2679,7,Luke-Jr,M
2685,1,Matt Corallo,M
2698,1,Luke-Jr,M
2702,1,Gavin Andresen,M
2704,1,Gavin Andresen,M
2706,1,Matt Corallo,M
2711,1,Matt Corallo,M
2716,3,Gavin Andresen,M
2737,1,Matt Corallo,M
2740,3,Matt Corallo,M
2753,1,Matt Corallo,M
2769,2,Matt Corallo,M
2777,2,Matt Corallo,M
2780,1,Pieter Wuille,M
2785,1,Matt Corallo,M
2788,3,Matt Corallo,M
2801,1,Matt Corallo,M
2803,1,Pieter Wuille,M
2804,5,Сергей AKA /dev/rsa,M
2805,1,Wladimir J. van der Laan,M
2813,1,Pieter Wuille,M
2816,2,Pieter Wuille,M
2821,1,Matt Corallo,M
2822,1,Matt Corallo,M
2847,1,Matt Corallo,M
2853,1,Matt Corallo,M
2856,1,Matt Corallo,M
2859,1,Matt Corallo,M
2868,1,Pieter Wuille,M
2870,1,Matt Corallo,M
2871,4,Pieter Wuille,M
2903,1,Wladimir J. van der Laan,M
2906,1,Wladimir J. van der Laan,M
2915,2,Matt Corallo,M
2917,1,Pieter Wuille,M
2920,1,Matt Corallo,M
2921,1,Matt Corallo,M
2922,1,Gavin Andresen,M
2924,1,Matt Corallo,M
2929,1,Matt Corallo,M
2934,1,Matt Corallo,M
2939,1,Pieter Wuille,M
2943,1,Matt Corallo,M
2956,5,Matt Corallo,M
2964,1,Gavin Andresen,M
2970,10,Matt Corallo,M
2975,1,Wladimir J. van der Laan,M
2979,1,Pieter Wuille,M
2991,1,Wladimir J. van der Laan,M
2994,1,Pieter Wuille,M
2996,213,Сергей AKA /dev/rsa,M
2999,1,Matt Corallo,M
3001,1,Wladimir J. van der Laan,M
3015,1,Matt Corallo,M
3021,1,Pieter Wuille,M
93589,1,Josh Suereth,O
93590,2,Josh Suereth,O
93591,3,Josh Suereth,O
93592,1,Josh Suereth,O
93593,16,Josh Suereth,O
93594,3,Josh Suereth,O
93595,12,Josh Suereth,O
93596,34,Josh Suereth,O
93597,5,Josh Suereth,O
93598,29,Josh Suereth,O
93599,47,Josh Suereth,O
93600,34,Josh Suereth,O
93601,68,Josh Suereth,O
93602,71,Josh Suereth,O
93603,37,Josh Suereth,O
93604,25,Josh Suereth,O
93605,1,Josh Suereth,O
93629,1,Jason Zaugg,O
93630,1,Jason Zaugg,O
93631,1,Jason Zaugg,O
93632,34,Jason Zaugg,O
93633,15,Jason Zaugg,O
93634,6,Jason Zaugg,O
93635,2,Jason Zaugg,O
93636,6,Jason Zaugg,O
93637,8,Jason Zaugg,O
93638,18,Jason Zaugg,O
93639,23,Jason Zaugg,O
93640,55,Jason Zaugg,O
93641,20,Jason Zaugg,O
93642,28,Jason Zaugg,O
93643,62,Jason Zaugg,O
93644,36,Jason Zaugg,O
93645,25,Jason Zaugg,O
93646,14,Jason Zaugg,O
93647,44,Jason Zaugg,O
93648,77,Jason Zaugg,O
93649,1,Jason Zaugg,O
93652,53,Paul Phillips,O
93653,31,Paul Phillips,O
93654,29,Paul Phillips,O
93655,80,Paul Phillips,O
93656,74,Paul Phillips,O
93657,56,Paul Phillips,O
93658,86,Paul Phillips,O
93659,73,Paul Phillips,O
93660,103,Paul Phillips,O
93661,14,Paul Phillips,O
93662,1,Paul Phillips,O
93663,1,Paul Phillips,O
93664,1,Paul Phillips,O
93665,86,Paul Phillips,O
93666,121,Paul Phillips,O
93667,124,Paul Phillips,O
93668,101,Paul Phillips,O
93669,121,Paul Phillips,O
93670,102,Paul Phillips,O
93671,11,Paul Phillips,O
93672,52,Paul Phillips,O
93673,47,Paul Phillips,O
93674,97,Paul Phillips,O
93675,35,Paul Phillips,O
93676,33,Paul Phillips,O
93677,45,Paul Phillips,O
93678,77,Paul Phillips,O
93679,12,Paul Phillips,O
93680,40,Paul Phillips,O
93681,91,Paul Phillips,O
93682,78,Paul Phillips,O
93683,18,Paul Phillips,O
93684,3,Paul Phillips,O
93685,54,Paul Phillips,O
93686,27,Paul Phillips,O
93687,4,Paul Phillips,O
93697,2,Philipp Haller,O
93698,5,Philipp Haller,O
93699,9,Philipp Haller,O
93700,4,Philipp Haller,O
93701,7,Philipp Haller,O
93702,18,Philipp Haller,O
93703,20,Philipp Haller,O
93704,1,Philipp Haller,O
93705,16,Philipp Haller,O
93706,17,Philipp Haller,O
93707,6,Philipp Haller,O
93708,10,Philipp Haller,O
93709,14,Philipp Haller,O
93710,3,Philipp Haller,O
93711,13,Philipp Haller,O
93712,3,Philipp Haller,O
93713,15,Philipp Haller,O
93714,1,Philipp Haller,O
93715,7,Philipp Haller,O
93716,1,Philipp Haller,O
93717,3,Philipp Haller,O
93718,29,Philipp Haller,O
93719,16,Philipp Haller,O
93720,13,Philipp Haller,O
93721,7,Philipp Haller,O
93722,1,Philipp Haller,O
93723,17,Philipp Haller,O
93724,19,Philipp Haller,O
93725,13,Philipp Haller,O
93726,18,Philipp Haller,O
93727,6,Philipp Haller,O
93728,6,Philipp Haller,O
93729,16,Philipp Haller,O
93730,3,Philipp Haller,O
93731,1,Philipp Haller,O
93732,5,Philipp Haller,O
93733,36,Philipp Haller,O
93734,18,Philipp Haller,O
93735,26,Philipp Haller,O
93736,11,Philipp Haller,O
93737,18,Philipp Haller,O
93738,19,Philipp Haller,O
93739,9,Philipp Haller,O
93740,1,Philipp Haller,O
93741,5,Philipp Haller,O
93742,12,Philipp Haller,O
93743,3,Philipp Haller,O
93744,4,Philipp Haller,O
93745,3,Philipp Haller,O
93746,1,Philipp Haller,O
93747,1,Philipp Haller,O
93748,1,Philipp Haller,O
93749,1,Philipp Haller,O
93750,1,Philipp Haller,O
93751,1,Philipp Haller,O
93752,1,Philipp Haller,O
93776,2,Adriaan Moors,O
93777,3,Adriaan Moors,O
93778,16,Adriaan Moors,O
93779,10,Adriaan Moors,O
93780,2,Adriaan Moors,O
93781,22,Adriaan Moors,O
93782,5,Adriaan Moors,O
93783,1,Adriaan Moors,O
93784,1,Adriaan Moors,O
93785,6,Adriaan Moors,O
93786,1,Adriaan Moors,O
93787,1,Adriaan Moors,O
93788,1,Adriaan Moors,O
93789,1,Adriaan Moors,O
93790,18,Adriaan Moors,O
93791,4,Adriaan Moors,O
93792,18,Adriaan Moors,O
93793,11,Adriaan Moors,O
93794,3,Adriaan Moors,O
93795,6,Adriaan Moors,O
93796,1,Adriaan Moors,O
93797,8,Adriaan Moors,O
93798,38,Adriaan Moors,O
93799,28,Adriaan Moors,O
93800,68,Adriaan Moors,O
93801,54,Adriaan Moors,O
93802,133,Adriaan Moors,O
93803,39,Adriaan Moors,O
93804,9,Adriaan Moors,O
93805,37,Adriaan Moors,O
93806,52,Adriaan Moors,O
93807,45,Adriaan Moors,O
93808,42,Adriaan Moors,O
93809,57,Adriaan Moors,O
93810,36,Adriaan Moors,O
93811,29,Adriaan Moors,O
93812,26,Adriaan Moors,O
93813,39,Adriaan Moors,O
93814,42,Adriaan Moors,O
93815,1,Adriaan Moors,O
93816,2,Adriaan Moors,O
93861,14,Eugene Burmako,O
93862,13,Eugene Burmako,O
93863,20,Eugene Burmako,O
93864,38,Eugene Burmako,O
93865,14,Eugene Burmako,O
93866,49,Eugene Burmako,O
93867,44,Eugene Burmako,O
93868,64,Eugene Burmako,O
93869,92,Eugene Burmako,O
93870,25,Eugene Burmako,O
93871,17,Eugene Burmako,O
93872,23,Eugene Burmako,O
93873,16,Eugene Burmako,O
93874,41,Eugene Burmako,O
93875,13,Eugene Burmako,O
93876,11,Eugene Burmako,O
93877,16,Eugene Burmako,O
93878,6,Eugene Burmako,O
93879,9,Eugene Burmako,O
93880,16,Eugene Burmako,O
93881,3,Eugene Burmako,O
93882,5,Grzegorz Kossakowski,O
93883,3,Grzegorz Kossakowski,O
93884,1,Grzegorz Kossakowski,O
93885,9,Grzegorz Kossakowski,O
93886,14,Grzegorz Kossakowski,O
93887,57,Grzegorz Kossakowski,O
93888,15,Grzegorz Kossakowski,O
93889,7,Grzegorz Kossakowski,O
93890,2,Grzegorz Kossakowski,O
93891,10,Grzegorz Kossakowski,O
93892,13,Grzegorz Kossakowski,O
93893,2,Grzegorz Kossakowski,O
93894,1,Grzegorz Kossakowski,O
93895,4,Grzegorz Kossakowski,O
93896,10,Grzegorz Kossakowski,O
93897,22,Grzegorz Kossakowski,O
93898,13,Grzegorz Kossakowski,O
93899,30,Grzegorz Kossakowski,O
93900,1,Grzegorz Kossakowski,O
93901,1,Lex Spoon,O
93902,6,Lex Spoon,O
93903,9,Lex Spoon,O
93904,25,Lex Spoon,O
93905,23,Lex Spoon,O
93906,10,Lex Spoon,O
93907,24,Lex Spoon,O
93908,42,Lex Spoon,O
93909,31,Lex Spoon,O
93910,7,Lex Spoon,O
93911,7,Lex Spoon,O
93912,3,Lex Spoon,O
93913,17,Lex Spoon,O
93914,1,Lex Spoon,O
93915,27,Lex Spoon,O
93916,24,Lex Spoon,O
93917,18,Lex Spoon,O
93918,29,Lex Spoon,O
93919,23,Lex Spoon,O
93920,26,Lex Spoon,O
93921,7,Lex Spoon,O
93922,8,Lex Spoon,O
93923,23,Lex Spoon,O
93924,6,Lex Spoon,O
93925,6,Lex Spoon,O
93926,2,Lex Spoon,O
93927,9,Lex Spoon,O
93928,2,Lex Spoon,O
93929,1,Lex Spoon,O
93930,3,Lex Spoon,O
93931,1,Lex Spoon,O
93932,1,Lex Spoon,O
93933,1,Lex Spoon,O
93943,6,Iulian Dragos,O
93944,3,Iulian Dragos,O
93945,4,Iulian Dragos,O
93946,3,Iulian Dragos,O
93947,2,Iulian Dragos,O
93948,4,Iulian Dragos,O
93949,5,Iulian Dragos,O
93950,2,Iulian Dragos,O
93951,14,Iulian Dragos,O
93952,17,Iulian Dragos,O
93953,21,Iulian Dragos,O
93954,13,Iulian Dragos,O
93955,5,Iulian Dragos,O
93956,2,Iulian Dragos,O
93957,8,Iulian Dragos,O
93958,2,Iulian Dragos,O
93959,7,Iulian Dragos,O
93960,4,Iulian Dragos,O
93961,5,Iulian Dragos,O
93962,13,Iulian Dragos,O
93963,5,Iulian Dragos,O
93964,9,Iulian Dragos,O
93965,18,Iulian Dragos,O
93966,2,Iulian Dragos,O
93967,13,Iulian Dragos,O
93968,17,Iulian Dragos,O
93969,17,Iulian Dragos,O
93970,8,Iulian Dragos,O
93971,6,Iulian Dragos,O
93972,7,Iulian Dragos,O
93973,17,Iulian Dragos,O
93974,15,Iulian Dragos,O
93975,7,Iulian Dragos,O
93976,12,Iulian Dragos,O
93977,21,Iulian Dragos,O
93978,4,Iulian Dragos,O
93979,7,Iulian Dragos,O
93980,4,Iulian Dragos,O
93981,4,Iulian Dragos,O
93982,10,Iulian Dragos,O
93983,21,Iulian Dragos,O
93984,12,Iulian Dragos,O
93985,9,Iulian Dragos,O
93986,28,Iulian Dragos,O
93987,11,Iulian Dragos,O
93988,9,Iulian Dragos,O
93989,9,Iulian Dragos,O
93990,6,Iulian Dragos,O
93991,3,Iulian Dragos,O
93992,14,Iulian Dragos,O
93993,9,Iulian Dragos,O
93994,12,Iulian Dragos,O
93995,12,Iulian Dragos,O
93996,7,Iulian Dragos,O
93997,7,Iulian Dragos,O
93998,13,Iulian Dragos,O
93999,11,Iulian Dragos,O
94000,4,Iulian Dragos,O
94001,1,Iulian Dragos,O
94002,2,Iulian Dragos,O
94003,1,Iulian Dragos,O
94004,6,Iulian Dragos,O
94005,2,Iulian Dragos,O
94006,5,Iulian Dragos,O
94007,5,Iulian Dragos,O
94008,3,Iulian Dragos,O
94009,8,Iulian Dragos,O
94010,4,Iulian Dragos,O
94011,1,Iulian Dragos,O
94012,1,Iulian Dragos,O
94013,1,Iulian Dragos,O
94014,2,Iulian Dragos,O
94049,10,Martin Odersky,O
94050,46,Martin Odersky,O
94051,12,Martin Odersky,O
94052,14,Martin Odersky,O
94053,11,Martin Odersky,O
94054,21,Martin Odersky,O
94055,26,Martin Odersky,O
94056,15,Martin Odersky,O
94057,16,Martin Odersky,O
94058,21,Martin Odersky,O
94059,5,Martin Odersky,O
94060,23,Martin Odersky,O
94061,2,Martin Odersky,O
94062,6,Martin Odersky,O
94063,13,Martin Odersky,O
94064,5,Martin Odersky,O
94065,5,Martin Odersky,O
94066,14,Martin Odersky,O
94067,3,Martin Odersky,O
94068,4,Martin Odersky,O
94069,2,Martin Odersky,O
94070,4,Martin Odersky,O
94071,2,Martin Odersky,O
94072,12,Martin Odersky,O
94073,8,Martin Odersky,O
94074,1,Martin Odersky,O
94075,11,Martin Odersky,O
94076,11,Martin Odersky,O
94077,5,Martin Odersky,O
94078,4,Martin Odersky,O
94079,19,Martin Odersky,O
94080,22,Martin Odersky,O
94081,32,Martin Odersky,O
94082,28,Martin Odersky,O
94083,22,Martin Odersky,O
94084,16,Martin Odersky,O
94085,22,Martin Odersky,O
94086,15,Martin Odersky,O
94087,25,Martin Odersky,O
94088,34,Martin Odersky,O
94089,24,Martin Odersky,O
94090,24,Martin Odersky,O
94091,40,Martin Odersky,O
94092,40,Martin Odersky,O
94093,28,Martin Odersky,O
94094,14,Martin Odersky,O
94095,34,Martin Odersky,O
94096,35,Martin Odersky,O
94097,45,Martin Odersky,O
94098,21,Martin Odersky,O
94099,23,Martin Odersky,O
94100,19,Martin Odersky,O
94101,24,Martin Odersky,O
94102,15,Martin Odersky,O
94103,4,Martin Odersky,O
94104,3,Martin Odersky,O
94105,36,Martin Odersky,O
94106,12,Martin Odersky,O
94107,32,Martin Odersky,O
94108,27,Martin Odersky,O
94109,7,Martin Odersky,O
94110,21,Martin Odersky,O
94111,22,Martin Odersky,O
94112,11,Martin Odersky,O
94113,20,Martin Odersky,O
94114,30,Martin Odersky,O
94115,12,Martin Odersky,O
94116,13,Martin Odersky,O
94117,4,Martin Odersky,O
94118,5,Martin Odersky,O
94119,12,Martin Odersky,O
94120,7,Martin Odersky,O
94121,8,Martin Odersky,O
94122,4,Martin Odersky,O
94123,37,Martin Odersky,O
94124,6,Martin Odersky,O
94125,13,Martin Odersky,O
94126,28,Martin Odersky,O
94127,15,Martin Odersky,O
94128,22,Martin Odersky,O
94129,15,Martin Odersky,O
94130,1,Martin Odersky,O
94131,6,Martin Odersky,O
94132,16,Martin Odersky,O
94133,4,Martin Odersky,O
94134,19,Martin Odersky,O
94135,3,Martin Odersky,O
94136,5,Martin Odersky,O
94137,28,Martin Odersky,O
94138,34,Martin Odersky,O
94139,16,Martin Odersky,O
94140,4,Martin Odersky,O
94141,2,Lukas Rytz,O
94142,17,Lukas Rytz,O
94143,24,Lukas Rytz,O
94144,7,Lukas Rytz,O
94145,7,Lukas Rytz,O
94146,20,Lukas Rytz,O
94147,11,Lukas Rytz,O
94148,10,Lukas Rytz,O
94149,4,Lukas Rytz,O
94150,1,Lukas Rytz,O
94151,5,Lukas Rytz,O
94152,6,Lukas Rytz,O
94153,4,Lukas Rytz,O
94154,1,Lukas Rytz,O
94155,9,Lukas Rytz,O
94156,17,Lukas Rytz,O
94157,8,Lukas Rytz,O
94158,6,Lukas Rytz,O
94159,18,Lukas Rytz,O
94160,8,Lukas Rytz,O
94161,7,Lukas Rytz,O
94162,2,Lukas Rytz,O
94163,1,Lukas Rytz,O
94164,5,Lukas Rytz,O
94165,1,Lukas Rytz,O
94166,19,Lukas Rytz,O
94167,18,Lukas Rytz,O
94168,3,Lukas Rytz,O
94169,2,Lukas Rytz,O
94170,8,Lukas Rytz,O
94171,5,Lukas Rytz,O
94312,1,michelou,O
94313,2,michelou,O
94314,11,michelou,O
94315,14,michelou,O
94316,33,michelou,O
94317,32,michelou,O
94318,27,michelou,O
94319,18,michelou,O
94320,11,michelou,O
94321,27,michelou,O
94322,24,michelou,O
94323,6,michelou,O
94324,19,michelou,O
94325,24,michelou,O
94326,7,michelou,O
94327,36,michelou,O
94328,1,michelou,O
94329,17,michelou,O
94330,12,michelou,O
94331,1,michelou,O
94332,12,michelou,O
94333,11,michelou,O
94334,15,michelou,O
94335,40,michelou,O
94336,19,michelou,O
94337,24,michelou,O
94338,27,michelou,O
94339,65,michelou,O
94340,130,michelou,O
94341,36,michelou,O
94342,23,michelou,O
94343,33,michelou,O
94344,20,michelou,O
94345,57,michelou,O
94346,25,michelou,O
94347,30,michelou,O
94348,49,michelou,O
94349,46,michelou,O
94350,20,michelou,O
94351,46,michelou,O
94352,55,michelou,O
94353,35,michelou,O
94354,28,michelou,O
94355,15,michelou,O
94356,20,michelou,O
94357,28,michelou,O
94358,52,michelou,O
94359,43,michelou,O
94360,51,michelou,O
94361,40,michelou,O
94362,19,michelou,O
94363,17,michelou,O
94364,27,michelou,O
94365,31,michelou,O
94366,23,michelou,O
94367,55,michelou,O
94368,69,michelou,O
94369,15,michelou,O
94370,5,michelou,O
94371,10,michelou,O
94372,8,michelou,O
94373,7,michelou,O
94374,3,michelou,O
94375,3,michelou,O
94376,4,michelou,O
94377,4,michelou,O
94378,3,michelou,O
94379,1,michelou,O
94380,2,michelou,O
94381,8,michelou,O
94382,2,michelou,O
94383,2,michelou,O
94384,5,michelou,O
94385,4,michelou,O
94425,1,Gilles Dubochet,O
94426,2,Gilles Dubochet,O
94427,32,Gilles Dubochet,O
94428,40,Gilles Dubochet,O
94429,28,Gilles Dubochet,O
94430,33,Gilles Dubochet,O
94431,9,Gilles Dubochet,O
94432,25,Gilles Dubochet,O
94433,5,Gilles Dubochet,O
94434,3,Gilles Dubochet,O
94435,10,Gilles Dubochet,O
94436,2,Gilles Dubochet,O
94437,2,Gilles Dubochet,O
94438,2,Gilles Dubochet,O
94439,1,Gilles Dubochet,O
94440,6,Gilles Dubochet,O
94441,1,Gilles Dubochet,O
94442,4,Gilles Dubochet,O
94443,5,Gilles Dubochet,O
94444,3,Gilles Dubochet,O
94445,6,Gilles Dubochet,O
94446,1,Gilles Dubochet,O
94447,7,Gilles Dubochet,O
94448,1,Gilles Dubochet,O
94449,10,Gilles Dubochet,O
94450,12,Gilles Dubochet,O
94451,19,Gilles Dubochet,O
94452,5,Gilles Dubochet,O
94453,2,Gilles Dubochet,O
94454,1,Gilles Dubochet,O
94455,1,Gilles Dubochet,O
94456,1,Gilles Dubochet,O
94457,1,Gilles Dubochet,O
94458,1,Gilles Dubochet,O
94459,5,Gilles Dubochet,O
94460,17,Gilles Dubochet,O
94461,5,Gilles Dubochet,O
94462,6,Gilles Dubochet,O
94463,1,Gilles Dubochet,O
94464,4,Gilles Dubochet,O
94498,11,Geoffrey Washburn,O
94499,14,Geoffrey Washburn,O
94500,31,Geoffrey Washburn,O
94501,48,Geoffrey Washburn,O
94502,26,Geoffrey Washburn,O
94503,7,Geoffrey Washburn,O
94504,14,Geoffrey Washburn,O
94505,27,Geoffrey Washburn,O
94506,10,Geoffrey Washburn,O
94507,11,Geoffrey Washburn,O
94508,14,Geoffrey Washburn,O
94509,5,Geoffrey Washburn,O
94510,1,Geoffrey Washburn,O
94512,9,Sean McDirmid,O
94513,9,Sean McDirmid,O
94514,14,Sean McDirmid,O
94515,12,Sean McDirmid,O
94516,11,Sean McDirmid,O
94517,1,Sean McDirmid,O
94518,2,Sean McDirmid,O
94519,1,Sean McDirmid,O
94520,8,Sean McDirmid,O
94521,2,Sean McDirmid,O
94522,1,Sean McDirmid,O
94523,12,Sean McDirmid,O
94524,4,Sean McDirmid,O
94525,4,Sean McDirmid,O
94526,7,Sean McDirmid,O
94527,10,Sean McDirmid,O
94528,20,Sean McDirmid,O
94529,8,Sean McDirmid,O
94530,7,Sean McDirmid,O
94531,14,Sean McDirmid,O
94532,8,Sean McDirmid,O
94533,4,Sean McDirmid,O
94534,15,Sean McDirmid,O
94535,2,Sean McDirmid,O
94536,7,Sean McDirmid,O
94537,6,Sean McDirmid,O
94538,8,Sean McDirmid,O
94539,4,Sean McDirmid,O
94540,9,Sean McDirmid,O
94541,10,Sean McDirmid,O
94542,4,Sean McDirmid,O
94543,2,Sean McDirmid,O
94544,1,Sean McDirmid,O
94561,5,Burak Emir,O
94562,19,Burak Emir,O
94563,1,Burak Emir,O
94564,12,Burak Emir,O
94565,35,Burak Emir,O
94566,17,Burak Emir,O
94567,7,Burak Emir,O
94568,37,Burak Emir,O
94569,3,Burak Emir,O
94570,6,Burak Emir,O
94571,11,Burak Emir,O
94572,16,Burak Emir,O
94573,9,Burak Emir,O
94574,20,Burak Emir,O
94575,29,Burak Emir,O
94576,30,Burak Emir,O
94577,12,Burak Emir,O
94578,26,Burak Emir,O
94579,11,Burak Emir,O
94580,17,Burak Emir,O
94581,1,Burak Emir,O
94582,6,Burak Emir,O
94583,17,Burak Emir,O
94584,41,Burak Emir,O
94585,45,Burak Emir,O
94586,17,Burak Emir,O
94587,4,Burak Emir,O
94588,3,Burak Emir,O
94589,8,Burak Emir,O
94590,8,Burak Emir,O
94591,3,Burak Emir,O
94592,16,Burak Emir,O
94593,7,mihaylov,O
94594,1,mihaylov,O
94595,3,mihaylov,O
94596,3,mihaylov,O
94597,1,mihaylov,O
94598,3,mihaylov,O
94599,5,mihaylov,O
94600,7,mihaylov,O
94601,19,mihaylov,O
94602,4,mihaylov,O
94603,6,mihaylov,O
94604,16,mihaylov,O
94605,12,mihaylov,O
94606,7,mihaylov,O
94607,31,mihaylov,O
94608,10,mihaylov,O
94609,18,mihaylov,O
94610,19,mihaylov,O
94611,13,mihaylov,O
94612,6,mihaylov,O
94613,1,mihaylov,O
94614,7,mihaylov,O
94615,4,mihaylov,O
94616,10,mihaylov,O
94617,25,mihaylov,O
94618,5,mihaylov,O
94619,8,mihaylov,O
94620,11,mihaylov,O
94621,32,mihaylov,O
94622,3,mihaylov,O
94623,6,mihaylov,O
94624,15,mihaylov,O
94625,13,mihaylov,O
94626,33,mihaylov,O
94627,20,mihaylov,O
94628,8,mihaylov,O
94629,13,mihaylov,O
94630,9,mihaylov,O
94631,10,mihaylov,O
94632,4,mihaylov,O
94633,6,mihaylov,O
94634,34,mihaylov,O
94635,3,mihaylov,O
94636,2,mihaylov,O
94637,34,mihaylov,O
94638,15,mihaylov,O
94639,14,mihaylov,O
94640,11,mihaylov,O
94641,17,mihaylov,O
94642,10,mihaylov,O
94643,5,mihaylov,O
94644,1,mihaylov,O
94645,3,mihaylov,O
94646,4,mihaylov,O
94649,46,paltherr,O
94650,150,paltherr,O
94651,79,paltherr,O
94652,51,paltherr,O
94653,32,paltherr,O
94654,86,paltherr,O
94655,95,paltherr,O
94656,56,paltherr,O
94657,158,paltherr,O
94658,118,paltherr,O
94659,104,paltherr,O
94660,117,paltherr,O
94661,91,paltherr,O
94662,157,paltherr,O
94663,47,paltherr,O
94664,7,paltherr,O
94665,27,paltherr,O
94666,17,paltherr,O
94667,29,paltherr,O
94668,53,paltherr,O
94669,2,paltherr,O
94670,47,paltherr,O
94671,25,paltherr,O
94672,7,paltherr,O
94673,21,paltherr,O
94674,2,paltherr,O
94675,3,paltherr,O
94676,18,paltherr,O
94677,2,paltherr,O
94678,1,paltherr,O
94682,16,buraq,O
94683,32,buraq,O
94684,74,buraq,O
94685,8,buraq,O
94686,26,buraq,O
94687,50,buraq,O
94688,48,buraq,O
94689,44,buraq,O
94690,28,buraq,O
94691,29,buraq,O
94692,54,buraq,O
94693,20,buraq,O
94694,69,buraq,O
94695,44,buraq,O
94696,68,buraq,O
94697,31,buraq,O
94698,11,buraq,O
94699,11,buraq,O
94700,16,buraq,O
94701,5,buraq,O
94702,15,buraq,O
94703,18,buraq,O
94704,2,buraq,O
94705,40,buraq,O
94706,26,buraq,O
94707,47,buraq,O
94709,22,schinz,O
94710,51,schinz,O
94711,5,schinz,O
94712,18,schinz,O
94713,11,schinz,O
94714,25,schinz,O
94715,39,schinz,O
94716,4,schinz,O
94717,5,schinz,O
94718,5,schinz,O
94719,12,schinz,O
94720,10,schinz,O
94721,4,schinz,O
94722,8,schinz,O
94723,3,schinz,O
94724,1,schinz,O
94725,1,schinz,O
94726,1,schinz,O
94727,1,schinz,O
94728,26,schinz,O
94729,2,schinz,O
