PQID,UID,Year,Month,Day,CMT_AMT,CAT,UNM
425,1207,2013,6,22,1,M,Pieter Wuille
428,1207,2013,6,19,1,M,Pieter Wuille
444,1200,2013,6,13,1,M,Matt Corallo
467,1189,2013,6,7,1,M,Wladimir J. van der Laan
468,1189,2013,6,7,1,M,Wladimir J. van der Laan
470,1188,2013,6,6,1,M,Luke-Jr
473,1198,2013,6,5,1,M,Philip Kaufmann
480,1198,2013,6,3,1,M,Philip Kaufmann
481,1198,2013,6,3,1,M,Philip Kaufmann
483,1106,2012,12,14,4,M,Winston Chang
484,1200,2013,6,2,1,M,Matt Corallo
485,1106,2013,2,13,13,M,Winston Chang
490,1207,2013,5,29,1,M,Pieter Wuille
493,1207,2013,6,29,1,M,Pieter Wuille
505,1198,2013,5,22,1,M,Philip Kaufmann
507,1207,2013,5,22,1,M,Pieter Wuille
513,1106,2012,12,11,4,M,Winston Chang
516,1200,2013,5,13,1,M,Matt Corallo
517,1207,2013,5,20,1,M,Pieter Wuille
529,1188,2012,5,22,3,M,Luke-Jr
529,1188,2012,6,6,6,M,Luke-Jr
529,1189,2012,5,22,1,M,Wladimir J. van der Laan
529,1189,2012,6,11,2,M,Wladimir J. van der Laan
529,1198,2012,5,8,2,M,Philip Kaufmann
529,1198,2012,6,11,3,M,Philip Kaufmann
529,1200,2012,6,2,3,M,Matt Corallo
529,1207,2012,5,12,1,M,Pieter Wuille
529,1207,2012,6,8,3,M,Pieter Wuille
529,7989,2012,5,30,5,M,Sunny King
529,7989,2012,6,7,10,M,Sunny King
529,7989,2012,7,5,14,M,Sunny King
529,7989,2012,8,1,37,M,Sunny King
529,7989,2012,9,5,11,M,Sunny King
529,7989,2012,10,2,1,M,Sunny King
529,7989,2012,11,9,2,M,Sunny King
529,7989,2013,3,25,1,M,Sunny King
539,2513,2013,7,25,1,M,Ivan De Marino
547,2513,2013,6,20,1,M,Ivan De Marino
562,2513,2013,4,30,1,M,Ivan De Marino
581,2513,2013,2,22,1,M,Ivan De Marino
581,2513,2013,3,17,2,M,Ivan De Marino
586,1200,2013,5,17,3,M,Matt Corallo
598,2513,2013,2,12,1,M,Ivan De Marino
601,1198,2013,5,12,1,M,Philip Kaufmann
603,1198,2013,5,12,1,M,Philip Kaufmann
608,1207,2013,5,12,1,M,Pieter Wuille
610,1207,2013,5,12,1,M,Pieter Wuille
623,1198,2013,5,7,1,M,Philip Kaufmann
636,1198,2013,5,6,1,M,Philip Kaufmann
648,1198,2013,5,4,1,M,Philip Kaufmann
650,2513,2012,12,19,1,M,Ivan De Marino
654,2513,2012,12,15,1,M,Ivan De Marino
670,1207,2013,5,1,1,M,Pieter Wuille
672,1207,2013,5,1,1,M,Pieter Wuille
678,1207,2013,4,30,1,M,Pieter Wuille
684,1207,2013,4,29,3,M,Pieter Wuille
697,1189,2013,4,27,1,M,Wladimir J. van der Laan
700,1189,2013,4,27,1,M,Wladimir J. van der Laan
708,2513,2012,11,17,1,M,Ivan De Marino
711,1189,2013,4,25,1,M,Wladimir J. van der Laan
713,1207,2013,4,25,1,M,Pieter Wuille
719,1207,2013,4,25,1,M,Pieter Wuille
724,1198,2013,4,25,1,M,Philip Kaufmann
725,2513,2012,10,31,1,M,Ivan De Marino
728,1198,2013,2,23,1,M,Philip Kaufmann
728,1207,2013,4,23,2,M,Pieter Wuille
738,1198,2013,4,22,1,M,Philip Kaufmann
739,2513,2012,10,16,1,M,Ivan De Marino
742,1188,2013,4,19,1,M,Luke-Jr
744,1207,2013,4,18,1,M,Pieter Wuille
749,1198,2013,4,18,1,M,Philip Kaufmann
751,2513,2012,9,21,1,M,Ivan De Marino
754,2513,2012,9,18,3,M,Ivan De Marino
768,2513,2012,7,27,2,M,Ivan De Marino
768,2513,2012,8,13,3,M,Ivan De Marino
768,2513,2012,9,5,3,M,Ivan De Marino
769,1198,2013,4,14,4,M,Philip Kaufmann
771,1189,2013,4,14,1,M,Wladimir J. van der Laan
772,2513,2012,9,3,1,M,Ivan De Marino
777,1198,2013,4,10,1,M,Philip Kaufmann
782,1200,2013,4,11,1,M,Matt Corallo
784,1189,2013,4,11,1,M,Wladimir J. van der Laan
792,1198,2013,4,10,1,M,Philip Kaufmann
793,1198,2013,4,10,1,M,Philip Kaufmann
798,1189,2013,4,13,3,M,Wladimir J. van der Laan
798,1198,2013,4,8,1,M,Philip Kaufmann
798,1207,2013,3,28,1,M,Pieter Wuille
798,1207,2013,4,12,1,M,Pieter Wuille
801,1198,2013,4,8,1,M,Philip Kaufmann
803,1198,2013,4,7,1,M,Philip Kaufmann
806,1198,2013,4,7,1,M,Philip Kaufmann
808,1198,2013,4,7,1,M,Philip Kaufmann
812,1189,2013,4,6,1,M,Wladimir J. van der Laan
815,2513,2012,7,3,1,M,Ivan De Marino
816,1207,2013,4,6,1,M,Pieter Wuille
821,1207,2013,4,6,1,M,Pieter Wuille
822,1198,2013,4,6,1,M,Philip Kaufmann
827,1198,2013,4,4,1,M,Philip Kaufmann
828,1207,2013,4,7,2,M,Pieter Wuille
830,1198,2013,4,4,1,M,Philip Kaufmann
831,1198,2013,4,4,1,M,Philip Kaufmann
834,2513,2012,6,24,1,M,Ivan De Marino
838,1200,2013,4,3,1,M,Matt Corallo
850,1198,2013,4,3,1,M,Philip Kaufmann
854,2513,2012,5,30,6,M,Ivan De Marino
854,2513,2012,6,14,1,M,Ivan De Marino
870,1189,2013,3,30,1,M,Wladimir J. van der Laan
883,1189,2013,3,29,1,M,Wladimir J. van der Laan
885,1200,2013,3,27,3,M,Matt Corallo
891,1198,2012,12,15,1,M,Philip Kaufmann
892,1200,2013,3,24,3,M,Matt Corallo
894,1207,2013,2,28,1,M,Pieter Wuille
894,1207,2013,3,29,2,M,Pieter Wuille
907,1198,2013,3,20,2,M,Philip Kaufmann
909,1198,2013,3,19,1,M,Philip Kaufmann
919,1198,2013,3,17,1,M,Philip Kaufmann
933,2513,2012,3,20,6,M,Ivan De Marino
941,1200,2013,2,24,1,M,Matt Corallo
949,1198,2013,2,23,1,M,Philip Kaufmann
960,1189,2013,2,16,1,M,Wladimir J. van der Laan
964,1207,2013,2,16,1,M,Pieter Wuille
965,1189,2013,2,10,1,M,Wladimir J. van der Laan
965,1207,2013,2,10,1,M,Pieter Wuille
966,1189,2013,2,10,1,M,Wladimir J. van der Laan
966,1207,2013,2,13,2,M,Pieter Wuille
974,1198,2013,2,6,1,M,Philip Kaufmann
984,2513,2012,3,23,4,M,Ivan De Marino
985,2513,2012,3,22,2,M,Ivan De Marino
988,2513,2012,3,20,1,M,Ivan De Marino
991,1198,2013,2,1,1,M,Philip Kaufmann
1000,2513,2012,3,12,1,M,Ivan De Marino
1001,1200,2013,1,30,1,M,Matt Corallo
1007,1207,2013,1,30,1,M,Pieter Wuille
1009,2513,2012,3,5,1,M,Ivan De Marino
1016,2513,2012,1,5,1,M,Ivan De Marino
1032,1207,2013,1,28,2,M,Pieter Wuille
1033,2513,2011,10,16,1,M,Ivan De Marino
1034,1207,2013,1,29,2,M,Pieter Wuille
1040,1207,2013,1,26,1,M,Pieter Wuille
1042,1207,2013,1,20,1,M,Pieter Wuille
1045,1198,2013,1,26,1,M,Philip Kaufmann
1050,1198,2013,1,23,1,M,Philip Kaufmann
1060,2513,2012,1,4,6,M,Ivan De Marino
1064,1207,2012,12,11,5,M,Pieter Wuille
1075,1207,2013,1,18,1,M,Pieter Wuille
1077,1200,2013,1,18,2,M,Matt Corallo
1086,1198,2013,1,14,1,M,Philip Kaufmann
1093,1198,2013,1,11,1,M,Philip Kaufmann
1094,2513,2011,10,16,1,M,Ivan De Marino
1095,1198,2013,1,11,1,M,Philip Kaufmann
1100,1198,2013,1,10,1,M,Philip Kaufmann
1103,1198,2013,1,10,1,M,Philip Kaufmann
1109,2513,2011,9,12,1,M,Ivan De Marino
1113,2513,2011,9,7,4,M,Ivan De Marino
1114,1207,2013,1,9,1,M,Pieter Wuille
1126,1198,2013,1,7,1,M,Philip Kaufmann
1130,2513,2011,8,31,2,M,Ivan De Marino
1150,2513,2011,8,8,3,M,Ivan De Marino
1154,2513,2011,8,1,1,M,Ivan De Marino
1156,2513,2011,8,4,3,M,Ivan De Marino
1160,2513,2011,7,21,1,M,Ivan De Marino
1161,2513,2011,7,17,4,M,Ivan De Marino
1165,2513,2011,7,17,1,M,Ivan De Marino
1170,2513,2011,7,17,11,M,Ivan De Marino
1188,2513,2011,6,28,4,M,Ivan De Marino
1190,2513,2011,6,28,2,M,Ivan De Marino
1193,2513,2011,6,24,1,M,Ivan De Marino
1195,2513,2011,6,23,28,M,Ivan De Marino
1210,2513,2011,6,16,2,M,Ivan De Marino
1217,2513,2011,6,10,16,M,Ivan De Marino
1224,2513,2011,6,1,1,M,Ivan De Marino
1226,2513,2011,6,1,6,M,Ivan De Marino
1236,2513,2011,5,4,1,M,Ivan De Marino
1248,2513,2011,4,18,2,M,Ivan De Marino
1253,2513,2011,3,24,7,M,Ivan De Marino
1253,2513,2011,4,9,8,M,Ivan De Marino
1262,2513,2011,3,24,7,M,Ivan De Marino
1265,2513,2011,3,1,1,M,Ivan De Marino
1267,2513,2011,2,28,1,M,Ivan De Marino
1286,1198,2013,1,6,1,M,Philip Kaufmann
1290,1198,2013,1,5,1,M,Philip Kaufmann
1291,1198,2013,1,5,1,M,Philip Kaufmann
1292,1207,2013,1,4,1,M,Pieter Wuille
1299,1207,2012,12,30,2,M,Pieter Wuille
1299,1207,2013,1,3,1,M,Pieter Wuille
1302,1106,2012,8,19,22,M,Winston Chang
1308,1198,2012,12,28,1,M,Philip Kaufmann
1334,1207,2012,12,19,1,M,Pieter Wuille
1341,1207,2012,12,18,1,M,Pieter Wuille
1347,1198,2012,12,15,1,M,Philip Kaufmann
1362,1106,2012,7,23,2,M,Winston Chang
1362,1106,2012,8,13,13,M,Winston Chang
1365,1198,2012,12,12,1,M,Philip Kaufmann
1370,1198,2012,12,10,1,M,Philip Kaufmann
1383,1198,2012,12,3,1,M,Philip Kaufmann
1387,1207,2012,12,2,1,M,Pieter Wuille
1388,1207,2012,12,2,5,M,Pieter Wuille
1388,1207,2013,1,23,1,M,Pieter Wuille
1388,1207,2013,3,4,2,M,Pieter Wuille
1392,1198,2012,12,1,1,M,Philip Kaufmann
1396,1207,2012,11,28,2,M,Pieter Wuille
1398,1198,2012,11,27,1,M,Philip Kaufmann
1401,1188,2012,11,26,2,M,Luke-Jr
1402,1188,2012,11,26,1,M,Luke-Jr
1403,1207,2012,11,24,1,M,Pieter Wuille
1408,1198,2012,11,18,1,M,Philip Kaufmann
1409,1189,2012,11,16,1,M,Wladimir J. van der Laan
1410,1198,2012,11,16,1,M,Philip Kaufmann
1411,1198,2012,11,16,1,M,Philip Kaufmann
1412,1198,2012,11,15,1,M,Philip Kaufmann
1415,1188,2012,10,28,1,M,Luke-Jr
1416,1207,2012,11,14,1,M,Pieter Wuille
1417,1188,2012,9,8,1,M,Luke-Jr
1418,1198,2012,11,14,1,M,Philip Kaufmann
1421,1207,2012,11,13,1,M,Pieter Wuille
1423,1198,2012,11,11,1,M,Philip Kaufmann
1428,1198,2012,11,9,1,M,Philip Kaufmann
1430,1198,2012,11,8,1,M,Philip Kaufmann
1434,1198,2012,11,4,1,M,Philip Kaufmann
1442,1207,2012,11,4,1,M,Pieter Wuille
1443,1207,2012,11,4,1,M,Pieter Wuille
1444,1207,2012,11,4,1,M,Pieter Wuille
1446,1198,2012,11,4,1,M,Philip Kaufmann
1452,1200,2012,10,29,1,M,Matt Corallo
1453,1200,2012,10,28,4,M,Matt Corallo
1455,1207,2012,10,27,2,M,Pieter Wuille
1456,1198,2012,10,25,1,M,Philip Kaufmann
1458,1189,2012,10,24,1,M,Wladimir J. van der Laan
1460,1198,2012,10,24,1,M,Philip Kaufmann
1463,1207,2012,10,22,5,M,Pieter Wuille
1466,1207,2012,10,27,4,M,Pieter Wuille
1467,1198,2012,10,21,1,M,Philip Kaufmann
1468,1198,2012,10,21,1,M,Philip Kaufmann
1470,1207,2012,10,21,1,M,Pieter Wuille
1471,1207,2012,10,21,1,M,Pieter Wuille
1472,1207,2012,6,15,7,M,Pieter Wuille
1472,1207,2012,7,1,4,M,Pieter Wuille
1472,1207,2012,8,22,6,M,Pieter Wuille
1472,1207,2012,9,3,8,M,Pieter Wuille
1472,1207,2012,10,13,5,M,Pieter Wuille
1473,1207,2012,10,19,1,M,Pieter Wuille
1475,1188,2012,10,15,1,M,Luke-Jr
1480,1189,2012,10,12,1,M,Wladimir J. van der Laan
1483,1198,2012,10,12,2,M,Philip Kaufmann
1488,1198,2012,10,7,1,M,Philip Kaufmann
1489,1198,2012,10,7,1,M,Philip Kaufmann
1490,1207,2012,10,7,1,M,Pieter Wuille
1491,1198,2012,10,5,1,M,Philip Kaufmann
1492,1198,2012,10,5,1,M,Philip Kaufmann
1495,1189,2012,10,3,2,M,Wladimir J. van der Laan
1496,1189,2012,10,3,1,M,Wladimir J. van der Laan
1497,1189,2012,10,3,1,M,Wladimir J. van der Laan
1498,1189,2012,10,3,1,M,Wladimir J. van der Laan
1501,1198,2012,10,2,1,M,Philip Kaufmann
1504,1189,2012,9,30,2,M,Wladimir J. van der Laan
1504,1198,2012,9,29,1,M,Philip Kaufmann
1505,1198,2012,9,30,1,M,Philip Kaufmann
1508,1189,2012,9,29,1,M,Wladimir J. van der Laan
1509,1198,2012,9,29,1,M,Philip Kaufmann
1511,1207,2012,9,28,1,M,Pieter Wuille
1515,1188,2012,9,7,4,M,Luke-Jr
1515,1189,2012,9,9,11,M,Wladimir J. van der Laan
1515,1198,2012,7,16,1,M,Philip Kaufmann
1515,1198,2012,8,14,4,M,Philip Kaufmann
1515,1198,2012,9,7,6,M,Philip Kaufmann
1515,1200,2012,9,5,2,M,Matt Corallo
1515,1207,2012,9,12,1,M,Pieter Wuille
1530,1198,2012,9,22,1,M,Philip Kaufmann
1532,1198,2012,9,22,1,M,Philip Kaufmann
1550,1207,2012,9,12,1,M,Pieter Wuille
1558,1189,2012,9,9,1,M,Wladimir J. van der Laan
1560,1189,2012,9,9,1,M,Wladimir J. van der Laan
1561,1189,2012,9,9,4,M,Wladimir J. van der Laan
1563,1188,2012,9,8,1,M,Luke-Jr
1564,1188,2012,9,8,1,M,Luke-Jr
1565,1188,2012,9,7,1,M,Luke-Jr
1566,1198,2012,9,7,1,M,Philip Kaufmann
1568,1188,2012,9,7,1,M,Luke-Jr
1570,1200,2012,9,5,2,M,Matt Corallo
1574,1198,2012,9,4,1,M,Philip Kaufmann
1581,1198,2012,8,31,1,M,Philip Kaufmann
1587,1198,2012,9,1,1,M,Philip Kaufmann
1588,1188,2012,8,31,1,M,Luke-Jr
1591,1198,2012,8,30,1,M,Philip Kaufmann
1592,1188,2012,8,30,1,M,Luke-Jr
1594,1198,2012,8,30,1,M,Philip Kaufmann
1595,1198,2012,8,30,1,M,Philip Kaufmann
1596,1189,2012,8,31,2,M,Wladimir J. van der Laan
1598,1198,2012,8,30,1,M,Philip Kaufmann
1600,1189,2012,8,29,1,M,Wladimir J. van der Laan
1601,1198,2012,8,28,1,M,Philip Kaufmann
1602,1189,2012,8,28,1,M,Wladimir J. van der Laan
1604,1207,2012,8,28,1,M,Pieter Wuille
1608,1207,2012,8,22,1,M,Pieter Wuille
1615,1198,2012,8,27,1,M,Philip Kaufmann
1616,1198,2012,8,27,1,M,Philip Kaufmann
1618,1200,2012,8,27,1,M,Matt Corallo
1622,1189,2012,8,24,1,M,Wladimir J. van der Laan
1623,1189,2012,8,24,1,M,Wladimir J. van der Laan
1624,1198,2012,8,24,1,M,Philip Kaufmann
1628,1189,2012,8,23,1,M,Wladimir J. van der Laan
1629,1207,2012,8,23,1,M,Pieter Wuille
1635,1189,2012,8,22,1,M,Wladimir J. van der Laan
1636,1189,2012,8,22,1,M,Wladimir J. van der Laan
1640,1207,2012,8,21,1,M,Pieter Wuille
1647,1198,2012,8,18,1,M,Philip Kaufmann
1648,1198,2012,8,18,1,M,Philip Kaufmann
1651,1200,2012,8,17,1,M,Matt Corallo
1652,1198,2012,8,17,1,M,Philip Kaufmann
1653,1198,2012,8,16,1,M,Philip Kaufmann
1654,1198,2012,8,16,1,M,Philip Kaufmann
1656,1198,2012,8,14,1,M,Philip Kaufmann
1660,1189,2012,8,7,1,M,Wladimir J. van der Laan
1662,1200,2012,8,7,4,M,Matt Corallo
1665,1200,2012,8,7,3,M,Matt Corallo
1666,1198,2012,8,1,1,M,Philip Kaufmann
1668,1188,2011,10,3,1,M,Luke-Jr
1668,1188,2011,12,21,1,M,Luke-Jr
1668,1188,2012,5,18,1,M,Luke-Jr
1669,1198,2012,8,1,1,M,Philip Kaufmann
1670,1188,2011,12,21,4,M,Luke-Jr
1672,1198,2012,8,1,1,M,Philip Kaufmann
1675,1198,2012,7,29,1,M,Philip Kaufmann
1675,1198,2012,8,1,1,M,Philip Kaufmann
1676,1198,2012,7,26,1,M,Philip Kaufmann
1681,1189,2012,7,25,1,M,Wladimir J. van der Laan
1687,1188,2012,7,22,1,M,Luke-Jr
1690,1198,2012,7,21,1,M,Philip Kaufmann
1691,1198,2012,7,21,1,M,Philip Kaufmann
1701,1189,2012,7,17,1,M,Wladimir J. van der Laan
1702,1198,2012,7,16,1,M,Philip Kaufmann
1709,1198,2012,7,12,1,M,Philip Kaufmann
1712,1198,2012,7,12,1,M,Philip Kaufmann
1713,1198,2012,7,12,1,M,Philip Kaufmann
1714,1188,2012,6,17,1,M,Luke-Jr
1714,1188,2012,8,12,1,M,Luke-Jr
1716,1198,2012,7,11,1,M,Philip Kaufmann
1719,1189,2012,7,11,1,M,Wladimir J. van der Laan
1721,1189,2012,7,10,1,M,Wladimir J. van der Laan
1722,1198,2012,7,10,1,M,Philip Kaufmann
1727,1198,2012,7,7,1,M,Philip Kaufmann
1730,1198,2012,7,6,1,M,Philip Kaufmann
1731,1200,2012,7,5,1,M,Matt Corallo
1733,1200,2012,7,4,1,M,Matt Corallo
1737,1198,2012,7,3,1,M,Philip Kaufmann
1739,1200,2012,7,2,3,M,Matt Corallo
1739,1200,2013,1,23,2,M,Matt Corallo
1740,1200,2012,7,2,1,M,Matt Corallo
1742,1200,2012,6,30,2,M,Matt Corallo
1744,1198,2012,6,30,1,M,Philip Kaufmann
1754,1200,2012,6,28,4,M,Matt Corallo
1758,1200,2012,6,25,1,M,Matt Corallo
1759,1198,2012,6,25,1,M,Philip Kaufmann
1761,1198,2012,6,24,1,M,Philip Kaufmann
1774,1188,2012,6,18,1,M,Luke-Jr
1776,1198,2012,6,21,1,M,Philip Kaufmann
1779,1188,2012,6,20,1,M,Luke-Jr
1781,1207,2012,6,20,1,M,Pieter Wuille
1783,1200,2012,5,29,15,M,Matt Corallo
1783,1200,2012,6,25,32,M,Matt Corallo
1785,1188,2012,6,18,1,M,Luke-Jr
1790,1198,2012,6,17,1,M,Philip Kaufmann
1792,1198,2012,6,16,1,M,Philip Kaufmann
1796,1198,2012,6,14,1,M,Philip Kaufmann
1798,1207,2012,6,14,1,M,Pieter Wuille
1799,1189,2012,6,14,1,M,Wladimir J. van der Laan
1806,1198,2012,6,13,1,M,Philip Kaufmann
1807,1200,2012,6,12,1,M,Matt Corallo
1808,1198,2012,6,12,1,M,Philip Kaufmann
1809,1189,2012,6,12,1,M,Wladimir J. van der Laan
1811,1200,2012,6,11,1,M,Matt Corallo
1812,1198,2012,6,11,1,M,Philip Kaufmann
1815,1200,2012,6,9,1,M,Matt Corallo
1818,1188,2012,6,8,3,M,Luke-Jr
1822,1200,2012,6,5,1,M,Matt Corallo
1823,1198,2012,6,4,1,M,Philip Kaufmann
1824,1198,2012,6,4,1,M,Philip Kaufmann
1825,1198,2012,6,4,1,M,Philip Kaufmann
1826,1198,2012,6,4,1,M,Philip Kaufmann
1830,1198,2012,6,3,1,M,Philip Kaufmann
1836,1200,2012,5,30,2,M,Matt Corallo
1838,1198,2012,5,31,1,M,Philip Kaufmann
1840,1188,2012,5,30,1,M,Luke-Jr
1847,1198,2012,5,24,1,M,Philip Kaufmann
1848,1198,2012,5,24,1,M,Philip Kaufmann
1854,1189,2012,5,22,1,M,Wladimir J. van der Laan
1862,1207,2012,5,21,1,M,Pieter Wuille
1863,1198,2012,5,21,1,M,Philip Kaufmann
1866,1198,2012,5,20,1,M,Philip Kaufmann
1867,1198,2012,5,20,1,M,Philip Kaufmann
1869,1189,2012,5,19,1,M,Wladimir J. van der Laan
1872,1188,2012,5,18,1,M,Luke-Jr
1873,1207,2012,5,14,2,M,Pieter Wuille
1874,1188,2012,5,12,1,M,Luke-Jr
1876,1198,2012,5,18,1,M,Philip Kaufmann
1881,1188,2012,5,17,1,M,Luke-Jr
1883,1189,2012,5,17,1,M,Wladimir J. van der Laan
1897,1198,2012,5,17,1,M,Philip Kaufmann
1900,1189,2012,5,17,2,M,Wladimir J. van der Laan
1904,1198,2012,5,16,1,M,Philip Kaufmann
1905,1198,2012,5,16,1,M,Philip Kaufmann
1906,1189,2012,5,15,1,M,Wladimir J. van der Laan
1907,1198,2012,5,15,1,M,Philip Kaufmann
1908,1198,2012,5,15,1,M,Philip Kaufmann
1910,1207,2012,5,7,1,M,Pieter Wuille
1914,1198,2012,5,14,1,M,Philip Kaufmann
1919,1189,2012,5,14,1,M,Wladimir J. van der Laan
1929,1207,2012,5,13,1,M,Pieter Wuille
1934,1207,2012,5,13,1,M,Pieter Wuille
1935,1189,2012,5,13,1,M,Wladimir J. van der Laan
1936,1189,2012,5,12,1,M,Wladimir J. van der Laan
1939,1198,2012,5,12,1,M,Philip Kaufmann
1941,1198,2012,5,12,1,M,Philip Kaufmann
1944,1189,2012,5,12,1,M,Wladimir J. van der Laan
1946,1198,2012,5,12,1,M,Philip Kaufmann
1947,1198,2012,5,12,1,M,Philip Kaufmann
1949,1189,2012,5,11,1,M,Wladimir J. van der Laan
1951,1198,2012,5,11,1,M,Philip Kaufmann
1952,1198,2012,5,11,1,M,Philip Kaufmann
1953,1189,2012,5,11,1,M,Wladimir J. van der Laan
1954,1207,2012,5,11,3,M,Pieter Wuille
1956,1198,2012,5,11,1,M,Philip Kaufmann
1958,1207,2012,5,10,1,M,Pieter Wuille
1960,1207,2012,5,10,2,M,Pieter Wuille
1962,1198,2012,5,10,1,M,Philip Kaufmann
