PQID,CMT,UNM,CAT
1434,1,Philip Kaufmann,I
1441,1,Pieter Wuille,I
1442,1,Pieter Wuille,I
1443,1,Pieter Wuille,I
1444,1,Pieter Wuille,I
1445,1,Philip Kaufmann,I
1446,1,Philip Kaufmann,I
1448,1,Pieter Wuille,I
1449,1,Pieter Wuille,I
1450,1,Pieter Wuille,I
1454,1,Pieter Wuille,I
1455,2,Pieter Wuille,I
1456,1,Philip Kaufmann,I
1460,1,Philip Kaufmann,I
1463,5,Pieter Wuille,I
1466,4,Pieter Wuille,I
1467,1,Philip Kaufmann,I
1468,1,Philip Kaufmann,I
1470,1,Pieter Wuille,I
1471,1,Pieter Wuille,I
1472,30,Pieter Wuille,I
1473,1,Pieter Wuille,I
1483,2,Philip Kaufmann,I
1488,1,Philip Kaufmann,I
1489,1,Philip Kaufmann,I
1490,1,Pieter Wuille,I
1491,1,Philip Kaufmann,I
1492,1,Philip Kaufmann,I
1501,1,Philip Kaufmann,I
1504,1,Philip Kaufmann,I
1505,1,Philip Kaufmann,I
1509,1,Philip Kaufmann,I
1511,1,Pieter Wuille,I
1514,1,Pieter Wuille,I
1515,12,Philip Kaufmann,I
1524,1,Philip Kaufmann,I
1530,1,Philip Kaufmann,I
1531,1,Philip Kaufmann,I
1532,1,Philip Kaufmann,I
1538,1,Philip Kaufmann,I
1539,1,Philip Kaufmann,I
1550,1,Pieter Wuille,I
1557,1,Philip Kaufmann,I
1566,1,Philip Kaufmann,I
1572,1,Philip Kaufmann,I
1574,1,Philip Kaufmann,I
1575,1,Philip Kaufmann,I
1581,1,Philip Kaufmann,I
1587,1,Philip Kaufmann,I
1590,1,Philip Kaufmann,I
1591,1,Philip Kaufmann,I
1594,1,Philip Kaufmann,I
1595,1,Philip Kaufmann,I
1598,1,Philip Kaufmann,I
1601,1,Philip Kaufmann,I
1604,1,Pieter Wuille,I
1608,1,Pieter Wuille,I
1615,1,Philip Kaufmann,I
1616,1,Philip Kaufmann,I
1624,1,Philip Kaufmann,I
1625,1,Pieter Wuille,I
1629,1,Pieter Wuille,I
1634,2,Philip Kaufmann,I
1639,1,Pieter Wuille,I
1640,1,Pieter Wuille,I
1642,1,Philip Kaufmann,I
1647,1,Philip Kaufmann,I
1648,1,Philip Kaufmann,I
1652,1,Philip Kaufmann,I
1653,1,Philip Kaufmann,I
1654,1,Philip Kaufmann,I
1656,1,Philip Kaufmann,I
1666,1,Philip Kaufmann,I
1667,1,Philip Kaufmann,I
1669,1,Philip Kaufmann,I
1671,3,Winston Chang,I
1672,1,Philip Kaufmann,I
1675,2,Philip Kaufmann,I
1676,1,Philip Kaufmann,I
1684,1,Philip Kaufmann,I
1685,1,Philip Kaufmann,I
1690,1,Philip Kaufmann,I
1691,1,Philip Kaufmann,I
1695,1,Philip Kaufmann,I
1702,1,Philip Kaufmann,I
1703,1,Philip Kaufmann,I
1708,1,Philip Kaufmann,I
1709,1,Philip Kaufmann,I
91920,1,Ramiro Morales,O
91921,2,Ramiro Morales,O
91922,2,Ramiro Morales,O
91923,2,Ramiro Morales,O
91924,1,Ramiro Morales,O
91925,1,Ramiro Morales,O
91926,2,Ramiro Morales,O
91927,1,Ramiro Morales,O
91928,3,Ramiro Morales,O
91929,3,Ramiro Morales,O
91930,16,Ramiro Morales,O
91931,17,Ramiro Morales,O
91932,12,Ramiro Morales,O
91933,20,Ramiro Morales,O
91934,24,Ramiro Morales,O
91935,8,Ramiro Morales,O
91936,12,Ramiro Morales,O
91937,13,Ramiro Morales,O
91938,22,Ramiro Morales,O
91939,11,Ramiro Morales,O
91940,10,Ramiro Morales,O
91941,16,Ramiro Morales,O
91942,16,Ramiro Morales,O
91943,4,Ramiro Morales,O
91944,16,Ramiro Morales,O
91945,10,Ramiro Morales,O
91946,21,Ramiro Morales,O
91947,13,Ramiro Morales,O
91948,7,Ramiro Morales,O
91949,4,Ramiro Morales,O
91950,2,Ramiro Morales,O
91951,4,Ramiro Morales,O
91952,6,Ramiro Morales,O
91953,2,Ramiro Morales,O
91954,10,Ramiro Morales,O
91955,5,Ramiro Morales,O
91956,10,Ramiro Morales,O
91957,13,Ramiro Morales,O
91958,19,Ramiro Morales,O
91959,9,Ramiro Morales,O
91960,1,Ramiro Morales,O
91961,6,Ramiro Morales,O
91962,20,Ramiro Morales,O
91963,14,Ramiro Morales,O
91964,10,Ramiro Morales,O
91965,1,Ramiro Morales,O
92045,58,Alex Gaynor,O
92046,42,Alex Gaynor,O
92047,40,Alex Gaynor,O
92048,16,Alex Gaynor,O
92049,9,Alex Gaynor,O
92050,5,Alex Gaynor,O
92051,2,Alex Gaynor,O
92052,4,Alex Gaynor,O
92053,6,Alex Gaynor,O
92054,3,Alex Gaynor,O
92055,23,Alex Gaynor,O
92056,22,Alex Gaynor,O
92057,2,Alex Gaynor,O
92058,3,Alex Gaynor,O
92059,2,Alex Gaynor,O
92060,2,Alex Gaynor,O
92061,8,Alex Gaynor,O
92062,2,Alex Gaynor,O
92063,3,Alex Gaynor,O
92064,17,Alex Gaynor,O
92065,31,Alex Gaynor,O
92066,16,Alex Gaynor,O
92067,5,Alex Gaynor,O
92068,9,Alex Gaynor,O
92069,3,Alex Gaynor,O
92070,4,Alex Gaynor,O
92071,4,Alex Gaynor,O
92072,2,Alex Gaynor,O
92073,9,Alex Gaynor,O
92074,3,Alex Gaynor,O
92075,12,Alex Gaynor,O
92076,4,Alex Gaynor,O
92077,14,Alex Gaynor,O
92078,55,Jacob Kaplan-Moss,O
92079,18,Jacob Kaplan-Moss,O
92080,21,Jacob Kaplan-Moss,O
92081,10,Jacob Kaplan-Moss,O
92082,23,Jacob Kaplan-Moss,O
92083,3,Jacob Kaplan-Moss,O
92084,3,Jacob Kaplan-Moss,O
92085,6,Jacob Kaplan-Moss,O
92086,9,Jacob Kaplan-Moss,O
92087,15,Jacob Kaplan-Moss,O
92088,16,Jacob Kaplan-Moss,O
92089,5,Jacob Kaplan-Moss,O
92090,1,Jacob Kaplan-Moss,O
92091,2,Jacob Kaplan-Moss,O
92092,23,Jacob Kaplan-Moss,O
92093,3,Jacob Kaplan-Moss,O
92094,11,Jacob Kaplan-Moss,O
92095,62,Jacob Kaplan-Moss,O
92096,12,Jacob Kaplan-Moss,O
92097,1,Jacob Kaplan-Moss,O
92098,2,Jacob Kaplan-Moss,O
92099,9,Jacob Kaplan-Moss,O
92100,1,Jacob Kaplan-Moss,O
92101,35,Jacob Kaplan-Moss,O
92102,2,Jacob Kaplan-Moss,O
92103,3,Jacob Kaplan-Moss,O
92104,11,Jacob Kaplan-Moss,O
92105,1,Jacob Kaplan-Moss,O
92106,7,Jacob Kaplan-Moss,O
92107,17,Jacob Kaplan-Moss,O
92108,2,Jacob Kaplan-Moss,O
92109,15,Jacob Kaplan-Moss,O
92110,30,Jacob Kaplan-Moss,O
92111,121,Jacob Kaplan-Moss,O
92112,41,Jacob Kaplan-Moss,O
92113,3,Jacob Kaplan-Moss,O
92114,6,Jacob Kaplan-Moss,O
92115,9,Jacob Kaplan-Moss,O
92116,8,Jacob Kaplan-Moss,O
92117,34,Jacob Kaplan-Moss,O
92118,80,Jacob Kaplan-Moss,O
92119,37,Jacob Kaplan-Moss,O
92120,2,Jacob Kaplan-Moss,O
92121,2,Jacob Kaplan-Moss,O
92122,10,Jacob Kaplan-Moss,O
92123,1,Jacob Kaplan-Moss,O
92124,11,Jacob Kaplan-Moss,O
92125,1,Jacob Kaplan-Moss,O
92126,11,Jacob Kaplan-Moss,O
92127,7,Jacob Kaplan-Moss,O
92128,1,Jacob Kaplan-Moss,O
92129,9,Jacob Kaplan-Moss,O
92130,3,Jacob Kaplan-Moss,O
92131,5,Jacob Kaplan-Moss,O
92132,1,Jacob Kaplan-Moss,O
92133,2,Jacob Kaplan-Moss,O
92134,2,Jacob Kaplan-Moss,O
92135,2,Jacob Kaplan-Moss,O
92136,1,Jacob Kaplan-Moss,O
92137,2,Jacob Kaplan-Moss,O
92138,5,Jacob Kaplan-Moss,O
92139,3,Jacob Kaplan-Moss,O
92140,1,Jacob Kaplan-Moss,O
92141,1,Jacob Kaplan-Moss,O
92142,1,Jacob Kaplan-Moss,O
92143,2,Jacob Kaplan-Moss,O
92144,1,Jacob Kaplan-Moss,O
92145,2,Jacob Kaplan-Moss,O
92146,3,Jacob Kaplan-Moss,O
92147,16,Jacob Kaplan-Moss,O
92148,1,Jacob Kaplan-Moss,O
92149,3,Jacob Kaplan-Moss,O
92150,2,Jacob Kaplan-Moss,O
92151,2,Jacob Kaplan-Moss,O
92152,2,Jacob Kaplan-Moss,O
92301,19,Anssi Kääriäinen,O
92302,18,Anssi Kääriäinen,O
92303,8,Anssi Kääriäinen,O
92304,9,Anssi Kääriäinen,O
92305,15,Anssi Kääriäinen,O
92306,10,Anssi Kääriäinen,O
92307,18,Anssi Kääriäinen,O
92308,24,Anssi Kääriäinen,O
92309,19,Anssi Kääriäinen,O
92310,6,Anssi Kääriäinen,O
92311,26,Anssi Kääriäinen,O
92312,14,Anssi Kääriäinen,O
92313,14,Anssi Kääriäinen,O
92314,7,Anssi Kääriäinen,O
92315,5,Anssi Kääriäinen,O
92316,28,Anssi Kääriäinen,O
92317,8,Anssi Kääriäinen,O
92429,248,Adrian Holovaty,O
92430,187,Adrian Holovaty,O
92431,117,Adrian Holovaty,O
92432,133,Adrian Holovaty,O
92433,261,Adrian Holovaty,O
92434,69,Adrian Holovaty,O
92435,89,Adrian Holovaty,O
92436,69,Adrian Holovaty,O
92437,26,Adrian Holovaty,O
92438,25,Adrian Holovaty,O
92439,140,Adrian Holovaty,O
92440,99,Adrian Holovaty,O
92441,99,Adrian Holovaty,O
92442,83,Adrian Holovaty,O
92443,41,Adrian Holovaty,O
92444,29,Adrian Holovaty,O
92445,64,Adrian Holovaty,O
92446,90,Adrian Holovaty,O
92447,65,Adrian Holovaty,O
92448,46,Adrian Holovaty,O
92449,38,Adrian Holovaty,O
92450,36,Adrian Holovaty,O
92451,32,Adrian Holovaty,O
92452,31,Adrian Holovaty,O
92453,27,Adrian Holovaty,O
92454,96,Adrian Holovaty,O
92455,88,Adrian Holovaty,O
92456,4,Adrian Holovaty,O
92457,12,Adrian Holovaty,O
92458,41,Adrian Holovaty,O
92459,8,Adrian Holovaty,O
92460,1,Adrian Holovaty,O
92461,22,Adrian Holovaty,O
92462,7,Adrian Holovaty,O
92463,1,Adrian Holovaty,O
92464,39,Adrian Holovaty,O
92465,18,Adrian Holovaty,O
92466,48,Adrian Holovaty,O
92467,3,Adrian Holovaty,O
92468,7,Adrian Holovaty,O
92469,4,Adrian Holovaty,O
92470,4,Adrian Holovaty,O
92471,5,Adrian Holovaty,O
92472,2,Adrian Holovaty,O
92473,58,Adrian Holovaty,O
92474,11,Adrian Holovaty,O
92475,2,Adrian Holovaty,O
92476,1,Adrian Holovaty,O
92477,30,Adrian Holovaty,O
92478,15,Adrian Holovaty,O
92479,4,Adrian Holovaty,O
92480,2,Adrian Holovaty,O
92481,1,Adrian Holovaty,O
92482,3,Adrian Holovaty,O
92483,43,Adrian Holovaty,O
92484,3,Adrian Holovaty,O
92485,14,Adrian Holovaty,O
92486,4,Adrian Holovaty,O
92487,19,Adrian Holovaty,O
92488,6,Adrian Holovaty,O
92489,3,Adrian Holovaty,O
92490,6,Adrian Holovaty,O
92491,1,Adrian Holovaty,O
92492,1,Adrian Holovaty,O
92493,5,Adrian Holovaty,O
92494,1,Adrian Holovaty,O
92495,3,Adrian Holovaty,O
92496,3,Adrian Holovaty,O
92497,6,Adrian Holovaty,O
92500,46,Claude Paroz,O
92501,52,Claude Paroz,O
92502,63,Claude Paroz,O
92503,55,Claude Paroz,O
92504,22,Claude Paroz,O
92505,88,Claude Paroz,O
92506,52,Claude Paroz,O
92507,57,Claude Paroz,O
92508,31,Claude Paroz,O
92509,26,Claude Paroz,O
92510,46,Claude Paroz,O
92511,48,Claude Paroz,O
92512,45,Claude Paroz,O
92513,28,Claude Paroz,O
92514,37,Claude Paroz,O
92515,16,Claude Paroz,O
92516,28,Claude Paroz,O
92517,13,Claude Paroz,O
92518,9,Claude Paroz,O
92589,17,Luke Plant,O
92590,2,Luke Plant,O
92591,1,Luke Plant,O
92592,1,Luke Plant,O
92593,2,Luke Plant,O
92594,1,Luke Plant,O
92595,2,Luke Plant,O
92596,6,Luke Plant,O
92597,7,Luke Plant,O
92598,4,Luke Plant,O
92599,10,Luke Plant,O
92600,2,Luke Plant,O
92601,10,Luke Plant,O
92602,4,Luke Plant,O
92603,5,Luke Plant,O
92604,1,Luke Plant,O
92605,1,Luke Plant,O
92606,26,Luke Plant,O
92607,28,Luke Plant,O
92608,2,Luke Plant,O
92609,17,Luke Plant,O
92610,18,Luke Plant,O
92611,8,Luke Plant,O
92612,5,Luke Plant,O
92613,6,Luke Plant,O
92614,4,Luke Plant,O
92615,5,Luke Plant,O
92616,4,Luke Plant,O
92617,8,Luke Plant,O
92618,26,Luke Plant,O
92619,20,Luke Plant,O
92620,21,Luke Plant,O
92621,5,Luke Plant,O
92622,10,Luke Plant,O
92623,10,Luke Plant,O
92624,19,Luke Plant,O
92625,14,Luke Plant,O
92626,38,Luke Plant,O
92627,25,Luke Plant,O
92628,4,Luke Plant,O
92629,7,Luke Plant,O
92630,15,Luke Plant,O
92631,10,Luke Plant,O
92632,3,Luke Plant,O
92633,2,Luke Plant,O
92634,4,Luke Plant,O
92635,1,Luke Plant,O
92636,2,Luke Plant,O
92637,13,Luke Plant,O
92638,5,Luke Plant,O
92639,6,Luke Plant,O
92640,1,Luke Plant,O
92641,3,Luke Plant,O
92642,1,Luke Plant,O
92643,5,Luke Plant,O
92659,8,Russell Keith-Magee,O
92660,16,Russell Keith-Magee,O
92661,7,Russell Keith-Magee,O
92662,24,Russell Keith-Magee,O
92663,17,Russell Keith-Magee,O
92664,6,Russell Keith-Magee,O
92665,8,Russell Keith-Magee,O
92666,11,Russell Keith-Magee,O
92667,9,Russell Keith-Magee,O
92668,27,Russell Keith-Magee,O
92669,17,Russell Keith-Magee,O
92670,24,Russell Keith-Magee,O
92671,3,Russell Keith-Magee,O
92672,37,Russell Keith-Magee,O
92673,24,Russell Keith-Magee,O
92674,44,Russell Keith-Magee,O
92675,1,Russell Keith-Magee,O
92676,2,Russell Keith-Magee,O
92677,1,Russell Keith-Magee,O
92678,6,Russell Keith-Magee,O
92679,2,Russell Keith-Magee,O
92680,1,Russell Keith-Magee,O
92681,11,Russell Keith-Magee,O
92682,50,Russell Keith-Magee,O
92683,59,Russell Keith-Magee,O
92684,66,Russell Keith-Magee,O
92685,21,Russell Keith-Magee,O
92686,2,Russell Keith-Magee,O
92687,9,Russell Keith-Magee,O
92688,2,Russell Keith-Magee,O
92689,21,Russell Keith-Magee,O
92690,33,Russell Keith-Magee,O
92691,21,Russell Keith-Magee,O
92692,27,Russell Keith-Magee,O
92693,30,Russell Keith-Magee,O
92694,45,Russell Keith-Magee,O
92695,62,Russell Keith-Magee,O
92696,25,Russell Keith-Magee,O
92697,6,Russell Keith-Magee,O
92698,28,Russell Keith-Magee,O
92699,24,Russell Keith-Magee,O
92700,52,Russell Keith-Magee,O
92701,44,Russell Keith-Magee,O
92702,56,Russell Keith-Magee,O
92703,62,Russell Keith-Magee,O
92704,94,Russell Keith-Magee,O
92705,12,Russell Keith-Magee,O
92706,7,Russell Keith-Magee,O
92707,92,Russell Keith-Magee,O
92708,70,Russell Keith-Magee,O
92709,70,Russell Keith-Magee,O
92710,25,Russell Keith-Magee,O
92711,35,Russell Keith-Magee,O
92712,40,Russell Keith-Magee,O
92713,72,Russell Keith-Magee,O
92714,39,Russell Keith-Magee,O
92715,34,Russell Keith-Magee,O
92716,6,Russell Keith-Magee,O
92717,11,Russell Keith-Magee,O
92718,9,Russell Keith-Magee,O
92719,5,Russell Keith-Magee,O
92720,13,Russell Keith-Magee,O
92721,4,Russell Keith-Magee,O
92722,6,Russell Keith-Magee,O
92723,2,Russell Keith-Magee,O
92724,1,Russell Keith-Magee,O
92725,3,Russell Keith-Magee,O
92726,3,Russell Keith-Magee,O
92727,6,Russell Keith-Magee,O
92766,32,Aymeric Augustin,O
92767,37,Aymeric Augustin,O
92768,33,Aymeric Augustin,O
92769,43,Aymeric Augustin,O
92770,31,Aymeric Augustin,O
92771,50,Aymeric Augustin,O
92772,27,Aymeric Augustin,O
92773,27,Aymeric Augustin,O
92774,20,Aymeric Augustin,O
92775,41,Aymeric Augustin,O
92776,82,Aymeric Augustin,O
92777,16,Aymeric Augustin,O
92778,38,Aymeric Augustin,O
92779,27,Aymeric Augustin,O
92780,45,Aymeric Augustin,O
92781,29,Aymeric Augustin,O
92782,57,Aymeric Augustin,O
92783,90,Aymeric Augustin,O
92784,10,Aymeric Augustin,O
92785,42,Aymeric Augustin,O
92786,28,Aymeric Augustin,O
92787,18,Aymeric Augustin,O
92788,1,Aymeric Augustin,O
92789,35,Aymeric Augustin,O
92824,3,Karen Tracey,O
92825,9,Karen Tracey,O
92826,37,Karen Tracey,O
92827,7,Karen Tracey,O
92828,8,Karen Tracey,O
92829,5,Karen Tracey,O
92830,3,Karen Tracey,O
92831,7,Karen Tracey,O
92832,23,Karen Tracey,O
92833,4,Karen Tracey,O
92834,6,Karen Tracey,O
92835,1,Karen Tracey,O
92836,3,Karen Tracey,O
92837,22,Karen Tracey,O
92838,7,Karen Tracey,O
92839,5,Karen Tracey,O
92840,41,Karen Tracey,O
92841,15,Karen Tracey,O
92842,5,Karen Tracey,O
92843,5,Karen Tracey,O
92844,1,Karen Tracey,O
92845,4,Karen Tracey,O
92846,6,Karen Tracey,O
92847,3,Karen Tracey,O
92848,1,Karen Tracey,O
92849,1,Karen Tracey,O
92850,4,Karen Tracey,O
92851,1,Karen Tracey,O
92852,3,Karen Tracey,O
92853,1,Karen Tracey,O
92854,1,Karen Tracey,O
92855,2,Karen Tracey,O
92856,11,Karen Tracey,O
92857,2,Karen Tracey,O
92858,5,Karen Tracey,O
92859,1,Karen Tracey,O
92860,1,Karen Tracey,O
